"Family","Genus","Kingdom","Order","Class","Phylum"
"Boraginaceae","Gynaion","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Cleomaceae","Gynandropsis","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Malvaceae","Gynatrix","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Dilleniaceae","Gynetera","Plantae","Dilleniales","Magnoliopsida","Streptophyta"
"Icacinaceae","Gynocephalum","Plantae","Icacinales","Magnoliopsida","Streptophyta"
"Acanthaceae","Gynocraterium","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Brassicaceae","Gynophorea","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Apiaceae","Gynophyge","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Passifloraceae","Gynopleura","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Rhizophoraceae","Gynotroches","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Acanthaceae","Gypsacanthus","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Ericaceae","Gypsocallis","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Caryophyllaceae","Gypsophila","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asparagaceae","Oxytria","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Oxymyrsine","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Gentianaceae","Gyrandra","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Malvaceae","Gyranthera","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Thymelaeaceae","Gyrinops","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Thymelaeaceae","Gyrinopsis","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Hernandiaceae","Gyrocarpus","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Juglandaceae","Gyrocarpus","Plantae","Fagales","Magnoliopsida","Streptophyta"
"Boraginaceae","Gyrocaryum","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Gesneriaceae","Gyrocheilos","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Gesneriaceae","Gyrogyne","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Gyroptera","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Apocynaceae","Gyrostelma","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Gyrostemonaceae","Gyrostemon","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Urticaceae","Gyrotaenia","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Cactaceae","Haageocereus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Cactaceae","Haagespostoa","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Lauraceae","Haasia","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Gesneriaceae","Haberlea","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Haberlia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Colchicaceae","Oakesiella","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Acanthaceae","Habracanthus","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Oligosma","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Oligobotrya","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Oedera","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Omentaria","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Annonaceae","Habzelia","Plantae","Magnoliales","Magnoliopsida","Streptophyta"
"Balanophoraceae","Hachettea","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Boraginaceae","Hackelia","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Colchicaceae","Oakesia","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Liliaceae","Ochrocodon","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Malvaceae","Omphacarpus","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Gentianaceae","Hackelia","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Asparagaceae","Ophiobostryx","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Apiaceae","Hacquetia","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Hadestaphylum","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Acanthaceae","Haemacanthus","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Orobanchaceae","Haematobanche","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Menispermaceae","Haematocarpus","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Cytinaceae","Haematolepis","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Haematostaphis","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Burseraceae","Haematostaphis","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Apocynaceae","Haemax","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Hypericaceae","Haemocarpus","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Theaceae","Haemocharis","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Smilacaceae","Oligosmilax","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Bonnetiaceae","Haemocharis","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Melanthiaceae","Oceanoros","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Loganiaceae","Haemospermum","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Didiereaceae","Haenkea","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Rutaceae","Haenkea","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Apiaceae","Haenselera","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Caryophyllaceae","Hagaea","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Caryophyllaceae","Hagenia","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Malvaceae","Hainania","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Lythraceae","Haitia","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Phalangium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pseudomuscari","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Petrosaviaceae","Protolirion","Plantae","Petrosaviales","Magnoliopsida","Streptophyta"
"Boraginaceae","Halacsya","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Malvaceae","Halconia","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Aizoaceae","Halenbergia","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pseudogaltonia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Ranunculaceae","Halerpestes","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Asparagaceae","Prospero","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Styracaceae","Halesia","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Smilacaceae","Pseudosmilax","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Rutaceae","Halfordia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Boraginaceae","Halgania","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Scrophulariaceae","Halgania","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Caryophyllaceae","Halianthus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Fabaceae","Halicacabus","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Cistaceae","Halimiocistus","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Ptyas","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halimione","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Zygophyllaceae","Halimiphyllum","Plantae","Zygophyllales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Pubilaria","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Cistaceae","Halimium","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Dilleniaceae","Halimium","Plantae","Dilleniales","Magnoliopsida","Streptophyta"
"Melanthiaceae","Paris","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Brassicaceae","Halimolobos","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Colchicaceae","Parduyna","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Aizoaceae","Halimus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halimus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Smilacaceae","Parillax","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Stilbaceae","Halleria","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Aizoaceae","Hallianthus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Acanthaceae","Hallieracantha","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Apiaceae","Hallomuellera","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Podocarpaceae","Halocarpus","Plantae","Araucariales","Pinopsida","Streptophyta"
"Amaranthaceae","Halocnemum","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halopeplis","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Halophytaceae","Halophytum","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Gyrostemonaceae","Haloragis","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Anisophylleaceae","Haloragis","Plantae","Cucurbitales","Magnoliopsida","Streptophyta"
"Haloragaceae","Halorrhagis","Plantae","Saxifragales","Magnoliopsida","Streptophyta"
"Asparagaceae","Parthenostachys","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Pasithea","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halosarcia","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Apiaceae","Haloscias","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Apiaceae","Halosciastrum","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halostachys","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halothamnus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Halotis","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Haloxylon","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Ranunculaceae","Hamadryas","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Asparagaceae","Puschkinia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Fabaceae","Hamaria","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Cactaceae","Hamatocactus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asparagaceae","Phalangites","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Santalaceae","Hamiltonia","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Asparagaceae","Petranthe","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Hammada","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Apiaceae","Hammatocaulis","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Aizoaceae","Hammeria","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asparagaceae","Phaeocles","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Petrosaviaceae","Petrosavia","Plantae","Petrosaviales","Magnoliopsida","Streptophyta"
"Malvaceae","Hampea","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Lentibulariaceae","Hamulia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Cucurbitaceae","Hanburia","Plantae","Cucurbitales","Magnoliopsida","Streptophyta"
"Dipterocarpaceae","Hancea","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Malvaceae","Hannafordia","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Simaroubaceae","Hannoa","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Podostemaceae","Hanseniella","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Fabaceae","Hanslia","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Acanthaceae","Hansteinia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Lythraceae","Hapalocarpum","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Acanthaceae","Haplanthodes","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Acanthaceae","Haplanthus","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Sapindaceae","Haplocoelopsis","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Sapindaceae","Haplocoelum","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Burseraceae","Haplolobus","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Liliaceae","Petilium","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Panstenum","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Pachidendron","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Rhizophoraceae","Haplopetalon","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Rutaceae","Haplophyllum","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pallastema","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Liliaceae","Paradisea","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Asparagaceae","Paradisea","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pessularia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Apiaceae","Haplosciadium","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Haplospondias","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Apocynaceae","Haplostemma","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Asparagaceae","Periboea","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Buxaceae","Haptanthus","Plantae","Buxales","Magnoliopsida","Streptophyta"
"Cleomaceae","Haptocarpum","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Asparagaceae","Periballanthus","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Pabellonia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pelotris","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Thymelaeaceae","Hargasseria","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Cactaceae","Hariota","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asparagaceae","Polygonatum","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Cucurbitaceae","Harlandia","Plantae","Cucurbitales","Magnoliopsida","Streptophyta"
"Rutaceae","Harmala","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Nitrariaceae","Harmala","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Olacaceae","Harmandia","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Apocynaceae","Harmandiella","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Malvaceae","Harmsia","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Acanthaceae","Harnieria","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Urticaceae","Haroldiella","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Hypericaceae","Haronga","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Polygonaceae","Harpagocarpus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Pedaliaceae","Harpagophytum","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Fabaceae","Harpelema","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Harpephyllum","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Apiaceae","Harperella","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Apiaceae","Harperia","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Acanthaceae","Harpochilus","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Sapindaceae","Harpullia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Acanthaceae","Harrachia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Ericaceae","Harrimanella","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Cactaceae","Harrisia","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Cactaceae","Harrisinopsis","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Rutaceae","Harrisonia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Apocynaceae","Harrisonia","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Theaceae","Hartia","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Ranunculaceae","Hartiana","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Meliaceae","Hartighsea","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Stemonuraceae","Hartleya","Plantae","Cardiopteridales","Magnoliopsida","Streptophyta"
"Linderniaceae","Hartliella","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Onagraceae","Hartmannia","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Aizoaceae","Hartmanthus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Rutaceae","Hartogia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Celastraceae","Hartogia","Plantae","Celastrales","Magnoliopsida","Streptophyta"
"Icacinaceae","Hartogia","Plantae","Icacinales","Magnoliopsida","Streptophyta"
"Celastraceae","Hartogiopsis","Plantae","Celastrales","Magnoliopsida","Streptophyta"
"Hypericaceae","Harungana","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Orobanchaceae","Harveya","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Acanthaceae","Haselhoffia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Cactaceae","Haseltonia","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Crassulaceae","Hasseanthus","Plantae","Saxifragales","Magnoliopsida","Streptophyta"
"Apiaceae","Hasselquistia","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Plantaginaceae","Hassleropsis","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Cactaceae","Hatiora","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Apiaceae","Haussknechtia","Plantae","Apiales","Magnoliopsida","Streptophyta"
"Onagraceae","Hauya","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Clusiaceae","Havetia","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Clusiaceae","Havetiopsis","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Boraginaceae","Havilandia","Plantae","Boraginales","Magnoliopsida","Streptophyta"
"Urticaceae","Haynea","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Hernandiaceae","Hazomalania","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Meliaceae","Hearnia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Burseraceae","Hearnia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Hebanthe","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Phormium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Polygalaceae","Hebeandra","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Sapindaceae","Hebecoccus","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Plantaginaceae","Hebejeebie","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Scrophulariaceae","Hebenstretia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Linaceae","Hebepetalum","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Primulaceae","Heberdenia","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Staphyleaceae","Hebokia","Plantae","Crossosomatales","Magnoliopsida","Streptophyta"
"Simaroubaceae","Hebonga","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Clusiaceae","Hebradendron","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Ranunculaceae","Hecatonia","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Ripogonaceae","Heckelia","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Lauraceae","Heckeria","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Piperaceae","Heckeria","Plantae","Piperales","Magnoliopsida","Streptophyta"
"Montiaceae","Hectorella","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Orobanchaceae","Hedbergia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Vitaceae","Heddaea","Plantae","Vitales","Magnoliopsida","Streptophyta"
"Brassicaceae","Hedinia","Plantae","Brassicales","Magnoliopsida","Streptophyta"
"Celastraceae","Hedraianthera","Plantae","Celastrales","Magnoliopsida","Streptophyta"
"Burseraceae","Hedwigia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Meliaceae","Hedwigia","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Sapindaceae","Hedyachras","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Papaveraceae","Hedycapnos","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Monimiaceae","Hedycarya","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Rutaceae","Hedycarya","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Monimiaceae","Hedycaryopsis","Plantae","Laurales","Magnoliopsida","Streptophyta"
"Chloranthaceae","Hedyosmum","Plantae","Chloranthales","Magnoliopsida","Streptophyta"
"Liliaceae","Prosartes","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Porrum","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Praskoinon","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Hypoxidaceae","Pauridia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Cyclanthaceae","Pseudoludovia","Plantae","Pandanales","Magnoliopsida","Streptophyta"
"Potamogetonaceae","Potamogeton","Plantae","Alismatales","Magnoliopsida","Streptophyta"
"Colchicaceae","Prosartes","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Asparagaceae","Polyxena","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Zygophyllaceae","Hedysarum","Plantae","Zygophyllales","Magnoliopsida","Streptophyta"
"Plantaginaceae","Hedystachys","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Heeria","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Primulaceae","Heeria","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Ranunculaceae","Hegemone","Plantae","Ranunculales","Magnoliopsida","Streptophyta"
"Fabaceae","Hegetschweilera","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Lythraceae","Heimia","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Meliaceae","Heimodendron","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Fabaceae","Heinekenia","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Acanthaceae","Heinzelia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Fabaceae","Heinzia","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Gesneriaceae","Heintzia","Plantae","Lamiales","Magnoliopsida","Streptophyta"
"Olacaceae","Heistera","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Polygalaceae","Heistera","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Asparagaceae","Phormium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Olacaceae","Heisteria","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pharium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Philesiaceae","Philesia","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Polygalaceae","Heisteria","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Violaceae","Hekkingia","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Malpighiaceae","Heladena","Plantae","Malpighiales","Magnoliopsida","Streptophyta"
"Fabaceae","Heleiotis","Plantae","Fabales","Magnoliopsida","Streptophyta"
"Gentianaceae","Helia","Plantae","Gentianales","Magnoliopsida","Streptophyta"
"Iridaceae","Phalangium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Sarraceniaceae","Heliamphora","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Talinaceae","Helianthemoides","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Cistaceae","Helianthemon","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Myrtaceae","Helianthemum","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Liliaceae","Phalangium","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Sapotaceae","Cainito","Plantae","Ericales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pincenectitia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asphodelaceae","Phylloma","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pilasia","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Platyestes","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Myrtaceae","Cajuputi","Plantae","Myrtales","Magnoliopsida","Streptophyta"
"Liliaceae","Plecostigma","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Asparagaceae","Plectogyne","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Melanthiaceae","Phyllantherum","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Phyllodolon","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Asparagaceae","Phylloglottis","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Dilleniaceae","Helianthemum","Plantae","Dilleniales","Magnoliopsida","Streptophyta"
"Malvaceae","Helianthemum","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Cactaceae","Helianthocereus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Moraceae","Helianthostylis","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Cactaceae","Heliaporus","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Loranthaceae","Helicanthes","Plantae","Santalales","Magnoliopsida","Streptophyta"
"Proteaceae","Helicia","Plantae","Proteales","Magnoliopsida","Streptophyta"
"Juncaginaceae","Phalangium","Plantae","Alismatales","Magnoliopsida","Streptophyta"
"Smilacaceae","Pleiosmilax","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Amaryllidaceae","Pancratium","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Amaranthaceae","Helicilla","Plantae","Caryophyllales","Magnoliopsida","Streptophyta"
"Proteaceae","Heliciopsis","Plantae","Proteales","Magnoliopsida","Streptophyta"
"Tofieldiaceae","Phalangium","Plantae","Alismatales","Magnoliopsida","Streptophyta"
"Moraceae","Helicostylis","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Malvaceae","Helicteres","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Nartheciaceae","Phalangium","Plantae","Dioscoreales","Magnoliopsida","Streptophyta"
"Asparagaceae","Pleomele","Plantae","Asparagales","Magnoliopsida","Streptophyta"
"Anacardiaceae","Helicteres","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Celastraceae","Helictonema","Plantae","Celastrales","Magnoliopsida","Streptophyta"
"Rutaceae","Helie","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Rutaceae","Helietta","Plantae","Sapindales","Magnoliopsida","Streptophyta"
"Rhamnaceae","Helinus","Plantae","Rosales","Magnoliopsida","Streptophyta"
"Malvaceae","Heliocarpus","Plantae","Malvales","Magnoliopsida","Streptophyta"
"Colchicaceae","Pleea","Plantae","Liliales","Magnoliopsida","Streptophyta"
"Boraginaceae","Heliocarya","Plantae","Boraginales","Magnoliopsida","Streptophyta"
