"Order","Kingdom","Genus","Species","Class","Phylum","Family"
"Gaviiformes","Animalia",NA,NA,NA,NA,NA
"Sphenisciformes","Animalia",NA,NA,NA,NA,NA
"Psittaciformes","Animalia",NA,NA,NA,NA,NA
"Piciformes","Animalia",NA,NA,NA,NA,NA
"Phoenicopteriformes","Animalia",NA,NA,NA,NA,NA
"Pelecaniformes","Animalia",NA,NA,NA,NA,NA
"Passeriformes","Animalia",NA,NA,NA,NA,NA
"Gruiformes","Animalia",NA,NA,NA,NA,NA
"Falconiformes","Animalia",NA,NA,NA,NA,NA
"Cuculiformes","Animalia",NA,NA,NA,NA,NA
"Coraciiformes","Animalia",NA,NA,NA,NA,NA
"Columbiformes","Animalia",NA,NA,NA,NA,NA
"Ciconiiformes","Animalia",NA,NA,NA,NA,NA
"Charadriiformes","Animalia",NA,NA,NA,NA,NA
"Apterygiformes","Animalia",NA,NA,NA,NA,NA
"Dinornithiformes","Animalia",NA,NA,NA,NA,NA
"Tinamiformes","Animalia",NA,NA,NA,NA,NA
"Struthioniformes","Animalia",NA,NA,NA,NA,NA
"Rheiformes","Animalia",NA,NA,NA,NA,NA
"Casuariiformes","Animalia",NA,NA,NA,NA,NA
"Stylephoriformes","Animalia",NA,NA,NA,NA,NA
"Gadiformes","Animalia",NA,NA,NA,NA,NA
"Zeiformes","Animalia",NA,NA,NA,NA,NA
"Acropomatiformes","Animalia",NA,NA,NA,NA,NA
"Lutjaniformes","Animalia",NA,NA,NA,NA,NA
"Gerreiformes","Animalia",NA,NA,NA,NA,NA
"Priacanthiformes","Animalia",NA,NA,NA,NA,NA
"Caproiformes","Animalia",NA,NA,NA,NA,NA
"Chaetodontiformes","Animalia",NA,NA,NA,NA,NA
"Centrarchiformes","Animalia",NA,NA,NA,NA,NA
"Pempheriformes","Animalia",NA,NA,NA,NA,NA
"Acanthuriformes","Animalia",NA,NA,NA,NA,NA
"Spariformes","Animalia",NA,NA,NA,NA,NA
"Ephippiformes","Animalia",NA,NA,NA,NA,NA
"Lobotiformes","Animalia",NA,NA,NA,NA,NA
"Labriformes","Animalia",NA,NA,NA,NA,NA
"Uranoscopiformes","Animalia",NA,NA,NA,NA,NA
"Tetraodontiformes","Animalia",NA,NA,NA,NA,NA
"Perciformes","Animalia",NA,NA,NA,NA,NA
"Lophiiformes","Animalia",NA,NA,NA,NA,NA
"Carangiformes","Animalia",NA,NA,NA,NA,NA
"Istiophoriformes","Animalia",NA,NA,NA,NA,NA
"Pleuronectiformes","Animalia",NA,NA,NA,NA,NA
"Anabantiformes","Animalia",NA,NA,NA,NA,NA
"Synbranchiformes","Animalia",NA,NA,NA,NA,NA
"Scombriformes","Animalia",NA,NA,NA,NA,NA
"Syngnathiformes","Animalia",NA,NA,NA,NA,NA
"Gobiiformes","Animalia",NA,NA,NA,NA,NA
"Kurtiformes","Animalia",NA,NA,NA,NA,NA
"Batrachoidiformes","Animalia",NA,NA,NA,NA,NA
"Ophidiiformes","Animalia",NA,NA,NA,NA,NA
"Eurypygiformes","Animalia",NA,NA,NA,NA,NA
"Phaethontiformes","Animalia",NA,NA,NA,NA,NA
"Caprimulgiformes","Animalia",NA,NA,NA,NA,NA
"Apodiformes","Animalia",NA,NA,NA,NA,NA
"Galliformes","Animalia",NA,NA,NA,NA,NA
"Anseriformes","Animalia",NA,NA,NA,NA,NA
"Blenniiformes","Animalia",NA,NA,NA,NA,NA
"Mugiliformes","Animalia",NA,NA,NA,NA,NA
"Beloniformes","Animalia",NA,NA,NA,NA,NA
"Cyprinodontiformes","Animalia",NA,NA,NA,NA,NA
"Atheriniformes","Animalia",NA,NA,NA,NA,NA
"Cichliformes","Animalia",NA,NA,NA,NA,NA
"Peripodida","Animalia",NA,NA,NA,NA,NA
"Millericrinida","Animalia",NA,NA,NA,NA,NA
"Hyocrinida","Animalia",NA,NA,NA,NA,NA
"Cyrtocrinida","Animalia",NA,NA,NA,NA,NA
"Bourgueticrinida","Animalia",NA,NA,NA,NA,NA
"Isocrinida","Animalia",NA,NA,NA,NA,NA
"Comatulida","Animalia",NA,NA,NA,NA,NA
"Dendrochirotida","Animalia",NA,NA,NA,NA,NA
"Apodida","Animalia",NA,NA,NA,NA,NA
"Molpadida","Animalia",NA,NA,NA,NA,NA
"Elasipodida","Animalia",NA,NA,NA,NA,NA
"Aspidochirotida","Animalia",NA,NA,NA,NA,NA
"Holasteroida","Animalia",NA,NA,NA,NA,NA
"Cidaroida","Animalia",NA,NA,NA,NA,NA
"Euryalida","Animalia",NA,NA,NA,NA,NA
"Spinulosida","Animalia",NA,NA,NA,NA,NA
"Velatida","Animalia",NA,NA,NA,NA,NA
"Paxillosida","Animalia",NA,NA,NA,NA,NA
"Valvatida","Animalia",NA,NA,NA,NA,NA
"Notomyotida","Animalia",NA,NA,NA,NA,NA
"Brisingida","Animalia",NA,NA,NA,NA,NA
"Forcipulatida","Animalia",NA,NA,NA,NA,NA
"Aspidodiadematoida","Animalia",NA,NA,NA,NA,NA
"Micropygoida","Animalia",NA,NA,NA,NA,NA
"Pedinoida","Animalia",NA,NA,NA,NA,NA
"Diadematoida","Animalia",NA,NA,NA,NA,NA
"Salenioida","Animalia",NA,NA,NA,NA,NA
"Spatangoida","Animalia",NA,NA,NA,NA,NA
"Cassiduloida","Animalia",NA,NA,NA,NA,NA
"Clypeasteroida","Animalia",NA,NA,NA,NA,NA
"Camarodonta","Animalia",NA,NA,NA,NA,NA
"Arbacioida","Animalia",NA,NA,NA,NA,NA
"Temnopleuroida","Animalia",NA,NA,NA,NA,NA
"Echinothurioida","Animalia",NA,NA,NA,NA,NA
"Phymosomatoida","Animalia",NA,NA,NA,NA,NA
"Amphilepidida","Animalia",NA,NA,NA,NA,NA
"Ophioleucida","Animalia",NA,NA,NA,NA,NA
"Ophioscolecida","Animalia",NA,NA,NA,NA,NA
"Gordea","Animalia",NA,NA,NA,NA,NA
"Chordodea","Animalia",NA,NA,NA,NA,NA
"Plectida","Animalia","Plectus","","Chromadorea","Nematoda","Plectidae"
"Desmoscolecida","Animalia",NA,NA,NA,NA,NA
"Araeolaimida","Animalia",NA,NA,NA,NA,NA
"Desmodorida","Animalia",NA,NA,NA,NA,NA
"Chromadorida","Animalia",NA,NA,NA,NA,NA
"Monhysterida","Animalia","Geomonhystera","antarcticola","Chromadorea","Nematoda","Monhysteridae"
"Rhabditida","Animalia","Scottnema","lindsayae","Chromadorea","Nematoda","Cephalobidae"
"Rhabditida","Animalia","Panagrolaimus","davidi","Chromadorea","Nematoda","Panagrolaimidae"
"Rhabditida","Animalia","Teratocephalus","tilbrooki","Chromadorea","Nematoda","Teratocephalidae"
"Rhabditida","Animalia","Ditylenchus","parcevivens","Chromadorea","Nematoda","Anguinidae"
"Marimermithida","Animalia",NA,NA,NA,NA,NA
"Dioctophymatida","Animalia",NA,NA,NA,NA,NA
"Muspiceida","Animalia",NA,NA,NA,NA,NA
"Isolaimida","Animalia",NA,NA,NA,NA,NA
"Mononchida","Animalia",NA,NA,NA,NA,NA
"Dorylaimida","Animalia","Eudorylaimus","antarcticus","Enoplea","Nematoda","Qudsianematidae"
"Mermithida","Animalia",NA,NA,NA,NA,NA
"Trichinellida","Animalia",NA,NA,NA,NA,NA
"Triplonchida","Animalia",NA,NA,NA,NA,NA
"Enoplida","Animalia",NA,NA,NA,NA,NA
"Filospermoidea","Animalia",NA,NA,NA,NA,NA
"Bursovaginoidea","Animalia",NA,NA,NA,NA,NA
"Monophragmophora","Animalia",NA,NA,NA,NA,NA
"Phragmophora","Animalia",NA,NA,NA,NA,NA
"Aphragmophora","Animalia",NA,NA,NA,NA,NA
"Seisonacea","Animalia",NA,NA,NA,NA,NA
"Philodinavidae","Animalia",NA,NA,NA,NA,NA
"Philodinida","Animalia","Macrotrachela","quadricornifera","Eurotatoria","Rotifera","Philodinidae"
"Philodinida","Animalia","Macrotrachela","anoyei","Eurotatoria","Rotifera","Philodinidae"
"Adinetida","Animalia","Adineta","ricciae","Eurotatoria","Rotifera","Adinetidae"
"Ploima","Animalia",NA,NA,NA,NA,NA
"Flosculariaceae","Animalia",NA,NA,NA,NA,NA
"Collothecaceae","Animalia",NA,NA,NA,NA,NA
"Macrodasyida","Animalia",NA,NA,NA,NA,NA
"Chaetonotida","Animalia",NA,NA,NA,NA,NA
"Gyracanthocephala","Animalia",NA,NA,NA,NA,NA
"Neoechinorhynchida","Animalia",NA,NA,NA,NA,NA
"Echinorhynchida","Animalia",NA,NA,NA,NA,NA
"Polymorphida","Animalia",NA,NA,NA,NA,NA
"Oligacanthorhynchida","Animalia",NA,NA,NA,NA,NA
"Gigantorhynchida","Animalia",NA,NA,NA,NA,NA
"Moniliformida","Animalia",NA,NA,NA,NA,NA
"Tubuliporida","Animalia",NA,NA,NA,NA,NA
"Cyclostomatida","Animalia",NA,NA,NA,NA,NA
"Ctenostomatida","Animalia",NA,NA,NA,NA,NA
"Cheilostomatida","Animalia",NA,NA,NA,NA,NA
"Thecideida","Animalia",NA,NA,NA,NA,NA
"Rhynchonellida","Animalia",NA,NA,NA,NA,NA
"Terebratulida","Animalia",NA,NA,NA,NA,NA
"Craniida","Animalia",NA,NA,NA,NA,NA
"Lingulida","Animalia",NA,NA,NA,NA,NA
"Tryblidiida","Animalia",NA,NA,NA,NA,NA
"Gadilida","Animalia",NA,NA,NA,NA,NA
"Dentaliida","Animalia",NA,NA,NA,NA,NA
"Sterrofustia","Animalia",NA,NA,NA,NA,NA
"Cavibelonia","Animalia",NA,NA,NA,NA,NA
"Pholidoskepia","Animalia",NA,NA,NA,NA,NA
"Neomeniamorpha","Animalia",NA,NA,NA,NA,NA
"Chaetodermatida","Animalia",NA,NA,NA,NA,NA
"Lepidopleurida","Animalia",NA,NA,NA,NA,NA
"Chitonida","Animalia",NA,NA,NA,NA,NA
"Nautilida","Animalia",NA,NA,NA,NA,NA
"Nuculanida","Animalia",NA,NA,NA,NA,NA
"Nuculida","Animalia",NA,NA,NA,NA,NA
"Solemyida","Animalia",NA,NA,NA,NA,NA
"Neomphalida","Animalia",NA,NA,NA,NA,NA
"Seguenziida","Animalia",NA,NA,NA,NA,NA
"Pleurotomariida","Animalia",NA,NA,NA,NA,NA
"Lepetellida","Animalia",NA,NA,NA,NA,NA
"Trochida","Animalia",NA,NA,NA,NA,NA
"Littorinimorpha","Animalia",NA,NA,NA,NA,NA
"Architaenioglossa","Animalia",NA,NA,NA,NA,NA
"Neogastropoda","Animalia",NA,NA,NA,NA,NA
"Limifossorida","Animalia",NA,NA,NA,NA,NA
"Vampyromorpha","Animalia",NA,NA,NA,NA,NA
"Octopoda","Animalia",NA,NA,NA,NA,NA
"Myopsida","Animalia",NA,NA,NA,NA,NA
"Teuthida","Animalia",NA,NA,NA,NA,NA
"Spirulida","Animalia",NA,NA,NA,NA,NA
"Sepiida","Animalia",NA,NA,NA,NA,NA
"Oegopsida","Animalia",NA,NA,NA,NA,NA
"Pectinida","Animalia",NA,NA,NA,NA,NA
"Limoida","Animalia",NA,NA,NA,NA,NA
"Pterioida","Animalia",NA,NA,NA,NA,NA
"Ostreida","Animalia",NA,NA,NA,NA,NA
"Arcoida","Animalia",NA,NA,NA,NA,NA
"Mytilida","Animalia",NA,NA,NA,NA,NA
"Carditida","Animalia",NA,NA,NA,NA,NA
"Trigoniida","Animalia",NA,NA,NA,NA,NA
"Unionida","Animalia",NA,NA,NA,NA,NA
"Umbraculida","Animalia",NA,NA,NA,NA,NA
"Runcinacea","Animalia",NA,NA,NA,NA,NA
"Pteropoda","Animalia",NA,NA,NA,NA,NA
"Cephalaspidea","Animalia",NA,NA,NA,NA,NA
"Aplysiida","Animalia",NA,NA,NA,NA,NA
"Acochlidiacea","Animalia",NA,NA,NA,NA,NA
"Pleurobranchida","Animalia",NA,NA,NA,NA,NA
"Nudibranchia","Animalia",NA,NA,NA,NA,NA
"Gastrochaenida","Animalia",NA,NA,NA,NA,NA
"Galeommatida","Animalia",NA,NA,NA,NA,NA
"Adapedonta","Animalia",NA,NA,NA,NA,NA
"Lucinida","Animalia",NA,NA,NA,NA,NA
"Siphonariida","Animalia",NA,NA,NA,NA,NA
"Ellobiida","Animalia",NA,NA,NA,NA,NA
"Systellommatophora","Animalia",NA,NA,NA,NA,NA
"Stylommatophora","Animalia",NA,NA,NA,NA,NA
"Cardiida","Animalia",NA,NA,NA,NA,NA
"Myida","Animalia",NA,NA,NA,NA,NA
"Venerida","Animalia",NA,NA,NA,NA,NA
"Hirudinida","Animalia",NA,NA,NA,NA,NA
"Acanthobdellida","Animalia",NA,NA,NA,NA,NA
"Branchiobdellida","Animalia",NA,NA,NA,NA,NA
"Arhynchobdellida","Animalia",NA,NA,NA,NA,NA
"Rhynchobdellida","Animalia",NA,NA,NA,NA,NA
"Tubificida","Animalia",NA,NA,NA,NA,NA
"Randiellida","Animalia",NA,NA,NA,NA,NA
"Parvidrilida","Animalia",NA,NA,NA,NA,NA
"Narapida","Animalia",NA,NA,NA,NA,NA
"Alluroidida","Animalia",NA,NA,NA,NA,NA
"Crassiclitellata","Animalia",NA,NA,NA,NA,NA
"Capilloventrida","Animalia",NA,NA,NA,NA,NA
"Enchytraeida","Animalia",NA,NA,NA,NA,NA
"Moniligastrida","Animalia",NA,NA,NA,NA,NA
"Lumbriculida","Animalia",NA,NA,NA,NA,NA
"Haplotaxida","Animalia",NA,NA,NA,NA,NA
"Phascolosomatiformes","Animalia",NA,NA,NA,NA,NA
"Aspidosiphonidormes","Animalia",NA,NA,NA,NA,NA
"Golfingiida","Animalia",NA,NA,NA,NA,NA
"Eunicida","Animalia",NA,NA,NA,NA,NA
"Phyllodocida","Animalia",NA,NA,NA,NA,NA
"Echiuroidea","Animalia",NA,NA,NA,NA,NA
"Xenopneusta","Animalia",NA,NA,NA,NA,NA
"Flabelligerida","Animalia",NA,NA,NA,NA,NA
"Spionida","Animalia",NA,NA,NA,NA,NA
"Terebellida","Animalia",NA,NA,NA,NA,NA
"Sabellida","Animalia",NA,NA,NA,NA,NA
"Opheliida","Animalia",NA,NA,NA,NA,NA
"Potamodrilidae","Animalia",NA,NA,NA,NA,NA
"Tubulaniformes","Animalia",NA,NA,NA,NA,NA
"Carinomiformes","Animalia",NA,NA,NA,NA,NA
"Archinemertea","Animalia",NA,NA,NA,NA,NA
"Heteronemertea","Animalia",NA,NA,NA,NA,NA
"Bdellonemertea","Animalia",NA,NA,NA,NA,NA
"Polystilifera","Animalia",NA,NA,NA,NA,NA
"Monostilifera","Animalia",NA,NA,NA,NA,NA
"Mariplanellida","Animalia",NA,NA,NA,NA,NA
"Fecampiida","Animalia",NA,NA,NA,NA,NA
"Prolecithophora","Animalia",NA,NA,NA,NA,NA
"Rhabdocoela","Animalia",NA,NA,NA,NA,NA
"Lecithoepitheliata","Animalia",NA,NA,NA,NA,NA
"Polycladida","Animalia",NA,NA,NA,NA,NA
"Haplopharyngida","Animalia",NA,NA,NA,NA,NA
"Macrostomida","Animalia",NA,NA,NA,NA,NA
"Proseriata","Animalia",NA,NA,NA,NA,NA
"Tricladida","Animalia",NA,NA,NA,NA,NA
"Polystomatidea","Animalia",NA,NA,NA,NA,NA
"Mazocraeidea","Animalia",NA,NA,NA,NA,NA
"Diclybothriidea","Animalia",NA,NA,NA,NA,NA
"Chimaericolidea","Animalia",NA,NA,NA,NA,NA
"Monocotylidea","Animalia",NA,NA,NA,NA,NA
"Gyrodactylidea","Animalia",NA,NA,NA,NA,NA
"Capsalidea","Animalia",NA,NA,NA,NA,NA
"Dactylogyridea","Animalia",NA,NA,NA,NA,NA
"Gyrocotylidea","Animalia",NA,NA,NA,NA,NA
"Amphilinidea","Animalia",NA,NA,NA,NA,NA
"Aporidea","Animalia",NA,NA,NA,NA,NA
"Onchoproteocephalidea","Animalia",NA,NA,NA,NA,NA
"Phyllobothriidea","Animalia",NA,NA,NA,NA,NA
"Bothriocephalidea","Animalia",NA,NA,NA,NA,NA
"Diphyllobothriidea","Animalia",NA,NA,NA,NA,NA
"Cathetocephalidea","Animalia",NA,NA,NA,NA,NA
"Litobothriidea","Animalia",NA,NA,NA,NA,NA
"Nippotaeniidea","Animalia",NA,NA,NA,NA,NA
"Rhinebothriidea","Animalia",NA,NA,NA,NA,NA
"Tetrabothriidea","Animalia",NA,NA,NA,NA,NA
"Lecanicephalidea","Animalia",NA,NA,NA,NA,NA
"Diphyllidea","Animalia",NA,NA,NA,NA,NA
"Haplobothriidea","Animalia",NA,NA,NA,NA,NA
"Caryophyllidea","Animalia",NA,NA,NA,NA,NA
"Spathebothriidea","Animalia",NA,NA,NA,NA,NA
"Tetraphyllidea","Animalia",NA,NA,NA,NA,NA
"Trypanorhyncha","Animalia",NA,NA,NA,NA,NA
"Proteocephalidea","Animalia",NA,NA,NA,NA,NA
"Pseudophyllidea","Animalia",NA,NA,NA,NA,NA
"Cyclophyllidea","Animalia",NA,NA,NA,NA,NA
"Diplostomida","Animalia",NA,NA,NA,NA,NA
"Azygiida","Animalia",NA,NA,NA,NA,NA
"Plagiorchiida","Animalia",NA,NA,NA,NA,NA
"Opisthorchiida","Animalia",NA,NA,NA,NA,NA
"Strigeidida","Animalia",NA,NA,NA,NA,NA
"Nanaloricida","Animalia",NA,NA,NA,NA,NA
"Kentrorhagata","Animalia",NA,NA,NA,NA,NA
"Priapulimorphida","Animalia",NA,NA,NA,NA,NA
"Echiniscoidea","Animalia",NA,NA,NA,NA,NA
"Arthrotardigrada","Animalia",NA,NA,NA,NA,NA
"Apochela","Animalia",NA,NA,NA,NA,NA
"Parachela","Animalia","Adorybiotus","coronifer","Eutardigrada","Tardigrada","Adorybiotidae"
"Euonychophora","Animalia",NA,NA,NA,NA,NA
"Error : Bad Request (HTTP 400)
","Animalia",NA,NA,NA,NA,NA
"Geminibasidiales","Fungi",NA,NA,NA,NA,NA
"Wallemiales","Fungi",NA,NA,NA,NA,NA
"Peribolosporales","Fungi",NA,NA,NA,NA,NA
"Malasseziales","Fungi",NA,NA,NA,NA,NA
"Moniliellales","Fungi",NA,NA,NA,NA,NA
"Golubeviales","Fungi",NA,NA,NA,NA,NA
"Robbauerales","Fungi",NA,NA,NA,NA,NA
"Ceraceosorales","Fungi",NA,NA,NA,NA,NA
"Microstromatales","Fungi",NA,NA,NA,NA,NA
"Tilletiales","Fungi",NA,NA,NA,NA,NA
"Entylomatales","Fungi",NA,NA,NA,NA,NA
"Georgefischeriales","Fungi",NA,NA,NA,NA,NA
"Doassansiales","Fungi",NA,NA,NA,NA,NA
"Exobasidiales","Fungi",NA,NA,NA,NA,NA
"Violaceomycetales","Fungi",NA,NA,NA,NA,NA
"Urocystidales","Fungi",NA,NA,NA,NA,NA
"Ustilaginales","Fungi",NA,NA,NA,NA,NA
"Spiculogloeales","Fungi",NA,NA,NA,NA,NA
"Tritirachiales","Fungi",NA,NA,NA,NA,NA
"Mixiales","Fungi",NA,NA,NA,NA,NA
"Cyphobasidiales","Fungi",NA,NA,NA,NA,NA
"Naohideales","Fungi",NA,NA,NA,NA,NA
"Erythrobasidiales","Fungi",NA,NA,NA,NA,NA
"Cystobasidiales","Fungi",NA,NA,NA,NA,NA
"Cryptomycocolacales","Fungi",NA,NA,NA,NA,NA
"Classiculales","Fungi",NA,NA,NA,NA,NA
"Atractiellales","Fungi",NA,NA,NA,NA,NA
"Pachnocybales","Fungi",NA,NA,NA,NA,NA
"Helicobasidiales","Fungi",NA,NA,NA,NA,NA
"Platygloeales","Fungi",NA,NA,NA,NA,NA
"Pucciniales","Fungi",NA,NA,NA,NA,NA
"Septobasidiales","Fungi",NA,NA,NA,NA,NA
"Kriegeriales","Fungi",NA,NA,NA,NA,NA
"Sporidiobolales","Fungi",NA,NA,NA,NA,NA
"Leucosporidiales","Fungi",NA,NA,NA,NA,NA
"Microbotryales","Fungi",NA,NA,NA,NA,NA
"Heterogastridiales","Fungi",NA,NA,NA,NA,NA
"Agaricostilbales","Fungi",NA,NA,NA,NA,NA
"Bartheletiales","Fungi",NA,NA,NA,NA,NA
"Dacrymycetales","Fungi",NA,NA,NA,NA,NA
"Trichosporonales","Fungi",NA,NA,NA,NA,NA
"Holtermanniales","Fungi",NA,NA,NA,NA,NA
"Filobasidiales","Fungi",NA,NA,NA,NA,NA
"Cystofilobasidiales","Fungi",NA,NA,NA,NA,NA
"Tremellales","Fungi",NA,NA,NA,NA,NA
"Archaeorhizomycetales","Fungi",NA,NA,NA,NA,NA
"Neolectales","Fungi",NA,NA,NA,NA,NA
"Taphrinales","Fungi",NA,NA,NA,NA,NA
"Schizosaccharomycetales","Fungi",NA,NA,NA,NA,NA
"Pneumocystales","Fungi",NA,NA,NA,NA,NA
"Hysterangiales","Fungi",NA,NA,NA,NA,NA
"Gomphales","Fungi",NA,NA,NA,NA,NA
"Geastrales","Fungi",NA,NA,NA,NA,NA
"Phallales","Fungi",NA,NA,NA,NA,NA
"Lepidostromatales","Fungi",NA,NA,NA,NA,NA
"Amylocorticiales","Fungi",NA,NA,NA,NA,NA
"Jaapiales","Fungi",NA,NA,NA,NA,NA
"Atheliales","Fungi",NA,NA,NA,NA,NA
"Boletales","Fungi",NA,NA,NA,NA,NA
"Agaricales","Fungi",NA,NA,NA,NA,NA
"Orbiliales","Fungi",NA,NA,NA,NA,NA
"Pezizales","Fungi",NA,NA,NA,NA,NA
"Saccharomycetales","Fungi","Saccharomyces","cerevisiae","Saccharomycetes","Ascomycota","Saccharomycetaceae"
"Sareales","Fungi",NA,NA,NA,NA,NA
"Candelariales","Fungi",NA,NA,NA,NA,NA
"Xylobotryales","Fungi",NA,NA,NA,NA,NA
"Coniocybales","Fungi",NA,NA,NA,NA,NA
"Xylonales","Fungi",NA,NA,NA,NA,NA
"Geoglossales","Fungi",NA,NA,NA,NA,NA
"Lichinales","Fungi",NA,NA,NA,NA,NA
"Herpomycetales","Fungi",NA,NA,NA,NA,NA
"Pyxidiophorales","Fungi",NA,NA,NA,NA,NA
"Laboulbeniales","Fungi",NA,NA,NA,NA,NA
"Micraspidales","Fungi",NA,NA,NA,NA,NA
"Lichinodiales","Fungi",NA,NA,NA,NA,NA
"Chaetomellales","Fungi",NA,NA,NA,NA,NA
"Leotiales","Fungi",NA,NA,NA,NA,NA
"Phacidiales","Fungi",NA,NA,NA,NA,NA
"Triblidiales","Fungi",NA,NA,NA,NA,NA
"Thelebolales","Fungi",NA,NA,NA,NA,NA
"Medeolariales","Fungi",NA,NA,NA,NA,NA
"Rhytismatales","Fungi",NA,NA,NA,NA,NA
"Cyttariales","Fungi",NA,NA,NA,NA,NA
"Helotiales","Fungi",NA,NA,NA,NA,NA
"Erysiphales","Fungi",NA,NA,NA,NA,NA
"Collemopsidiales","Fungi",NA,NA,NA,NA,NA
"Lichenostigmatales","Fungi",NA,NA,NA,NA,NA
"Arthoniales","Fungi",NA,NA,NA,NA,NA
"Acarosporales","Fungi",NA,NA,NA,NA,NA
"Cryptocaliciales","Fungi",NA,NA,NA,NA,NA
"Coryneliales","Fungi",NA,NA,NA,NA,NA
"Sclerococcales","Fungi",NA,NA,NA,NA,NA
"Mycocaliciales","Fungi",NA,NA,NA,NA,NA
"Onygenales","Fungi",NA,NA,NA,NA,NA
"Eurotiales","Fungi",NA,NA,NA,NA,NA
"Phaeomoniellales","Fungi",NA,NA,NA,NA,NA
"Verrucariales","Fungi",NA,NA,NA,NA,NA
"Pyrenulales","Fungi",NA,NA,NA,NA,NA
"Chaetothyriales","Fungi",NA,NA,NA,NA,NA
"Koralionastetales","Fungi",NA,NA,NA,NA,NA
"Lulworthiales","Fungi",NA,NA,NA,NA,NA
"Xylariales","Fungi",NA,NA,NA,NA,NA
"Cephalothecales","Fungi",NA,NA,NA,NA,NA
"Tracyllales","Fungi",NA,NA,NA,NA,NA
"Xenospadicoidales","Fungi",NA,NA,NA,NA,NA
"Annulatascales","Fungi",NA,NA,NA,NA,NA
"Myrmecridiales","Fungi",NA,NA,NA,NA,NA
"Togniniales","Fungi",NA,NA,NA,NA,NA
"Magnaporthales","Fungi",NA,NA,NA,NA,NA
"Coniochaetales","Fungi",NA,NA,NA,NA,NA
"Chaetosphaeriales","Fungi",NA,NA,NA,NA,NA
"Boliniales","Fungi",NA,NA,NA,NA,NA
"Calosphaeriales","Fungi",NA,NA,NA,NA,NA
"Ophiostomatales","Fungi",NA,NA,NA,NA,NA
"Sordariales","Fungi","Neurospora","crassa","Sordariomycetes","Ascomycota","Sordariaceae"
"Phyllachorales","Fungi",NA,NA,NA,NA,NA
"Diaporthales","Fungi",NA,NA,NA,NA,NA
"Fuscosporellales","Fungi",NA,NA,NA,NA,NA
"Falcocladiales","Fungi",NA,NA,NA,NA,NA
"Torpedosporales","Fungi",NA,NA,NA,NA,NA
"Pleurotheciales","Fungi",NA,NA,NA,NA,NA
"Conioscyphales","Fungi",NA,NA,NA,NA,NA
"Savoryellales","Fungi",NA,NA,NA,NA,NA
"Glomerellales","Fungi",NA,NA,NA,NA,NA
"Melanosporales","Fungi",NA,NA,NA,NA,NA
"Coronophorales","Fungi",NA,NA,NA,NA,NA
"Microascales","Fungi",NA,NA,NA,NA,NA
"Hypocreales","Fungi",NA,NA,NA,NA,NA
"Aulographales","Fungi",NA,NA,NA,NA,NA
"Venturiales","Fungi",NA,NA,NA,NA,NA
"Mytilinidiales","Fungi",NA,NA,NA,NA,NA
"Jahnulales","Fungi",NA,NA,NA,NA,NA
"Hysteriales","Fungi",NA,NA,NA,NA,NA
"Pleosporales","Fungi",NA,NA,NA,NA,NA
"Racodiales","Fungi",NA,NA,NA,NA,NA
"Phaeothecales","Fungi",NA,NA,NA,NA,NA
"Mycosphaerellales","Fungi",NA,NA,NA,NA,NA
"Cladosporiales","Fungi",NA,NA,NA,NA,NA
"Comminutisporales","Fungi",NA,NA,NA,NA,NA
"Neophaeothecales","Fungi",NA,NA,NA,NA,NA
"Capnodiales","Fungi",NA,NA,NA,NA,NA
"Myriangiales","Fungi",NA,NA,NA,NA,NA
"Dothideales","Fungi",NA,NA,NA,NA,NA
"Umbilicariales","Fungi",NA,NA,NA,NA,NA
"Rhizocarpales","Fungi",NA,NA,NA,NA,NA
"Lecideales","Fungi",NA,NA,NA,NA,NA
"Leprocaulales","Fungi",NA,NA,NA,NA,NA
"Caliciales","Fungi",NA,NA,NA,NA,NA
"Peltigerales","Fungi",NA,NA,NA,NA,NA
"Teloschistales","Fungi",NA,NA,NA,NA,NA
"Lecanorales","Fungi",NA,NA,NA,NA,NA
"Trapeliales","Fungi",NA,NA,NA,NA,NA
"Sarrameanales","Fungi",NA,NA,NA,NA,NA
"Hymeneliales","Fungi",NA,NA,NA,NA,NA
"Arctomiales","Fungi",NA,NA,NA,NA,NA
"Baeomycetales","Fungi",NA,NA,NA,NA,NA
"Pertusariales","Fungi",NA,NA,NA,NA,NA
"Ostropales","Fungi",NA,NA,NA,NA,NA
"Archaeoglobales","Archaea",NA,NA,NA,NA,NA
"Thermococcales","Archaea",NA,NA,NA,NA,NA
"Methanonatronarchaeales","Archaea",NA,NA,NA,NA,NA
"Microcaldales","Archaea",NA,NA,NA,NA,NA
"Nanobdellales","Archaea",NA,NA,NA,NA,NA
"Conexivisphaerales","Archaea",NA,NA,NA,NA,NA
"Nitrososphaerales","Archaea",NA,NA,NA,NA,NA
"Nitrosopumilales","Archaea",NA,NA,NA,NA,NA
"Thermofilales","Archaea",NA,NA,NA,NA,NA
"Acidilobales","Archaea",NA,NA,NA,NA,NA
"Fervidicoccales","Archaea",NA,NA,NA,NA,NA
"Desulfurococcales","Archaea",NA,NA,NA,NA,NA
"Sulfolobales","Archaea",NA,NA,NA,NA,NA
"Thermoproteales","Archaea",NA,NA,NA,NA,NA
"Methanotrichales","Archaea",NA,NA,NA,NA,NA
"Methanophagales","Archaea",NA,NA,NA,NA,NA
