"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches","Class","Phylum","Kingdom","Order"
"dinornithiformes","Dinornithiformes",FALSE,1,292471,FALSE,"extinct, incertae_sedis",1,NA,NA,"Animalia","Dinornithiformes"
"tinamiformes","Tinamiformes",FALSE,1,292467,FALSE,"",1,NA,NA,"Animalia","Tinamiformes"
"struthioniformes","Struthioniformes",FALSE,1,857847,FALSE,"",1,NA,NA,"Animalia","Struthioniformes"
"rheiformes","Rheiformes",FALSE,1,829553,FALSE,"",1,NA,NA,"Animalia","Rheiformes"
"casuariiformes","Casuariiformes",FALSE,1,589166,FALSE,"",1,NA,NA,"Animalia","Casuariiformes"
"stylephoriformes","Stylephoriformes",FALSE,1,5554920,FALSE,"",1,NA,NA,"Animalia","Stylephoriformes"
"gadiformes","Gadiformes",FALSE,1,114162,FALSE,"",1,NA,NA,"Animalia","Gadiformes"
"zeiformes","Zeiformes",FALSE,1,816143,FALSE,"",1,NA,NA,"Animalia","Zeiformes"
"lutjaniformes","Lutjaniformes",FALSE,1,7061565,FALSE,"",1,NA,NA,"Animalia","Lutjaniformes"
"gerreiformes","Gerreiformes",FALSE,1,7061490,FALSE,"",1,NA,NA,"Animalia","Gerreiformes"
"priacanthiformes","Priacanthiformes",FALSE,1,7062358,FALSE,"",1,NA,NA,"Animalia","Priacanthiformes"
"caproiformes","Caproiformes",FALSE,1,7061450,FALSE,"",1,NA,NA,"Animalia","Caproiformes"
"chaetodontiformes","Chaetodontiformes",FALSE,1,5839386,FALSE,"",1,NA,NA,"Animalia","Chaetodontiformes"
"centrarchiformes","Centrarchiformes",FALSE,1,5554913,FALSE,"",1,NA,NA,"Animalia","Centrarchiformes"
"pempheriformes","Pempheriformes",FALSE,1,5554910,FALSE,"",1,NA,NA,"Animalia","Pempheriformes"
"acanthuriformes","Acanthuriformes",FALSE,1,515461,FALSE,"",1,NA,NA,"Animalia","Acanthuriformes"
"spariformes","Spariformes",FALSE,1,5554908,FALSE,"",1,NA,NA,"Animalia","Spariformes"
"ephippiformes","Ephippiformes",FALSE,1,5554909,FALSE,"",1,NA,NA,"Animalia","Ephippiformes"
"lobotiformes","Lobotiformes",FALSE,1,5554912,FALSE,"",1,NA,NA,"Animalia","Lobotiformes"
"labriformes","Labriformes",FALSE,1,501484,FALSE,"",1,NA,NA,"Animalia","Labriformes"
"uranoscopiformes","Uranoscopiformes",FALSE,1,5554914,FALSE,"",1,NA,NA,"Animalia","Uranoscopiformes"
"tetraodontiformes","Tetraodontiformes",FALSE,1,36216,FALSE,"",1,NA,NA,"Animalia","Tetraodontiformes"
"perciformes","Perciformes",FALSE,1,811928,FALSE,"",1,NA,NA,"Animalia","Perciformes"
"lophiiformes","Lophiiformes",FALSE,1,583640,FALSE,"",1,NA,NA,"Animalia","Lophiiformes"
"carangiformes","Carangiformes",FALSE,1,785725,FALSE,"",1,NA,NA,"Animalia","Carangiformes"
"istiophoriformes","Istiophoriformes",FALSE,1,5554905,FALSE,"",1,NA,NA,"Animalia","Istiophoriformes"
"pleuronectiformes","Pleuronectiformes",FALSE,1,883413,FALSE,"",1,NA,NA,"Animalia","Pleuronectiformes"
"anabantiformes","Anabantiformes",FALSE,1,5554917,FALSE,"",1,NA,NA,"Animalia","Anabantiformes"
"synbranchiformes","Synbranchiformes",FALSE,1,765116,FALSE,"",1,NA,NA,"Animalia","Synbranchiformes"
"scombriformes","Scombriformes",FALSE,1,308749,FALSE,"",1,NA,NA,"Animalia","Scombriformes"
"syngnathiformes","Syngnathiformes",FALSE,1,145120,FALSE,"",1,NA,NA,"Animalia","Syngnathiformes"
"gobiiformes","Gobiiformes",FALSE,1,5554918,FALSE,"",1,NA,NA,"Animalia","Gobiiformes"
"kurtiformes","Kurtiformes",FALSE,1,5554919,FALSE,"",1,NA,NA,"Animalia","Kurtiformes"
"batrachoidiformes","Batrachoidiformes",FALSE,1,62637,FALSE,"",1,NA,NA,"Animalia","Batrachoidiformes"
"ophidiiformes","Ophidiiformes",FALSE,1,224059,FALSE,"",1,NA,NA,"Animalia","Ophidiiformes"
"galliformes","Galliformes",FALSE,1,837585,FALSE,"",1,NA,NA,"Animalia","Galliformes"
"anseriformes","Anseriformes",FALSE,1,241841,FALSE,"",1,NA,NA,"Animalia","Anseriformes"
"blenniiformes","Blenniiformes",FALSE,1,5557280,FALSE,"",1,NA,NA,"Animalia","Blenniiformes"
"mugiliformes","Mugiliformes",FALSE,1,300513,FALSE,"",1,NA,NA,"Animalia","Mugiliformes"
"beloniformes","Beloniformes",FALSE,1,837201,FALSE,"",1,NA,NA,"Animalia","Beloniformes"
"cyprinodontiformes","Cyprinodontiformes",FALSE,1,338836,FALSE,"",1,NA,NA,"Animalia","Cyprinodontiformes"
"atheriniformes","Atheriniformes",FALSE,1,583648,FALSE,"",1,NA,NA,"Animalia","Atheriniformes"
"cichliformes","Cichliformes",FALSE,1,5557278,FALSE,"",1,NA,NA,"Animalia","Cichliformes"
"gordea","Gordea",FALSE,1,298885,FALSE,"",1,NA,NA,"Animalia","Gordea"
"chordodea","Chordodea",FALSE,1,47984,FALSE,"",1,NA,NA,"Animalia","Chordodea"
"plectida","Plectida",FALSE,1,5424361,FALSE,"sibling_higher",1,"Chromadorea","Nematoda","Animalia","Plectida"
"desmoscolecida","Desmoscolecida",FALSE,1,1093743,FALSE,"sibling_higher",1,NA,NA,"Animalia","Desmoscolecida"
"araeolaimida","Araeolaimida",FALSE,1,353820,FALSE,"sibling_higher",2,NA,NA,"Animalia","Araeolaimida"
"desmodorida","Desmodorida",FALSE,1,582801,FALSE,"sibling_higher",1,NA,NA,"Animalia","Desmodorida"
"chromadorida","Chromadorida",FALSE,1,1017668,FALSE,"sibling_higher",1,NA,NA,"Animalia","Chromadorida"
"monhysterida","Monhysterida",FALSE,1,390614,FALSE,"sibling_higher",1,"Chromadorea","Nematoda","Animalia","Monhysterida"
"rhabditida","Rhabditida",FALSE,1,395056,FALSE,"sibling_higher",1,"Chromadorea","Nematoda","Animalia","Rhabditida"
"marimermithida","Marimermithida",FALSE,1,5298136,FALSE,"",1,NA,NA,"Animalia","Marimermithida"
"dioctophymatida","Dioctophymatida",FALSE,1,5673339,FALSE,"",1,NA,NA,"Animalia","Dioctophymatida"
"muspiceida","Muspiceida",FALSE,1,969471,FALSE,"",1,NA,NA,"Animalia","Muspiceida"
"isolaimida","Isolaimida",FALSE,1,658328,FALSE,"",2,NA,NA,"Animalia","Isolaimida"
"mononchida","Mononchida",FALSE,1,441135,FALSE,"",1,NA,NA,"Animalia","Mononchida"
"dorylaimida","Dorylaimida",FALSE,1,165384,FALSE,"",1,"Enoplea","Nematoda","Animalia","Dorylaimida"
"mermithida","Mermithida",FALSE,1,369900,FALSE,"",1,NA,NA,"Animalia","Mermithida"
"trichinellida","Trichinellida",FALSE,1,1093869,FALSE,"",1,NA,NA,"Animalia","Trichinellida"
"triplonchida","Triplonchida",FALSE,1,154946,FALSE,"",1,NA,NA,"Animalia","Triplonchida"
"enoplida","Enoplida",FALSE,1,384895,FALSE,"",1,NA,NA,"Animalia","Enoplida"
"filospermoidea","Filospermoidea",FALSE,1,844422,FALSE,"",1,NA,NA,"Animalia","Filospermoidea"
"bursovaginoidea","Bursovaginoidea",FALSE,1,242964,FALSE,"",1,NA,NA,"Animalia","Bursovaginoidea"
"monophragmophora","Monophragmophora",FALSE,1,792706,FALSE,"",1,NA,NA,"Animalia","Monophragmophora"
"phragmophora","Phragmophora",FALSE,1,5972959,FALSE,"extinct, incertae_sedis",2,NA,NA,"Animalia","Phragmophora"
"aphragmophora","Aphragmophora",FALSE,1,147608,FALSE,"",1,NA,NA,"Animalia","Aphragmophora"
"seisonacea","Seisonacea",FALSE,1,2942226,FALSE,"",1,NA,NA,"Animalia","Seisonacea"
"philodinavidae","Philodinavidae",FALSE,1,113846,FALSE,"",1,NA,NA,"Animalia","Philodinavidae"
"philodinida","Philodinida",FALSE,1,725949,FALSE,"",1,"Eurotatoria","Rotifera","Animalia","Philodinida"
"adinetida","Adinetida",FALSE,1,157975,FALSE,"",1,"Eurotatoria","Rotifera","Animalia","Adinetida"
"ploima","Ploima",FALSE,1,251966,FALSE,"",1,NA,NA,"Animalia","Ploima"
"flosculariaceae","Flosculariaceae",FALSE,1,107174,FALSE,"",1,NA,NA,"Animalia","Flosculariaceae"
"collothecaceae","Collothecaceae",FALSE,1,5677241,FALSE,"",1,NA,NA,"Animalia","Collothecaceae"
"macrodasyida","Macrodasyida",FALSE,1,23196,FALSE,"",1,NA,NA,"Animalia","Macrodasyida"
"chaetonotida","Chaetonotida",FALSE,1,1057384,FALSE,"",1,NA,NA,"Animalia","Chaetonotida"
"gyracanthocephala","Gyracanthocephala",FALSE,1,694377,FALSE,"",1,NA,NA,"Animalia","Gyracanthocephala"
"neoechinorhynchida","Neoechinorhynchida",FALSE,1,91835,FALSE,"",1,NA,NA,"Animalia","Neoechinorhynchida"
"echinorhynchida","Echinorhynchida",FALSE,1,384900,FALSE,"barren, inconsistent",1,NA,NA,"Animalia","Echinorhynchida"
"polymorphida","Polymorphida",FALSE,1,91842,FALSE,"",1,NA,NA,"Animalia","Polymorphida"
"oligacanthorhynchida","Oligacanthorhynchida",FALSE,1,1088589,FALSE,"",1,NA,NA,"Animalia","Oligacanthorhynchida"
"gigantorhynchida","Gigantorhynchida",FALSE,1,1088587,FALSE,"",1,NA,NA,"Animalia","Gigantorhynchida"
"moniliformida","Moniliformida",FALSE,1,49633,FALSE,"",1,NA,NA,"Animalia","Moniliformida"
"tubuliporida","Tubuliporida",FALSE,1,442969,FALSE,"",1,NA,NA,"Animalia","Tubuliporida"
"cyclostomatida","Cyclostomatida",FALSE,1,932882,FALSE,"",1,NA,NA,"Animalia","Cyclostomatida"
"ctenostomatida","Ctenostomatida",FALSE,1,619652,FALSE,"",1,NA,NA,"Animalia","Ctenostomatida"
"cheilostomatida","Cheilostomatida",FALSE,1,622392,FALSE,"",1,NA,NA,"Animalia","Cheilostomatida"
"thecideida","Thecideida",FALSE,1,635427,FALSE,"",2,NA,NA,"Animalia","Thecideida"
"rhynchonellida","Rhynchonellida",FALSE,1,37861,FALSE,"",1,NA,NA,"Animalia","Rhynchonellida"
"terebratulida","Terebratulida",FALSE,1,1027443,FALSE,"",1,NA,NA,"Animalia","Terebratulida"
"craniida","Craniida",FALSE,1,4139623,FALSE,"",1,NA,NA,"Animalia","Craniida"
"lingulida","Lingulida",FALSE,1,1027436,FALSE,"",1,NA,NA,"Animalia","Lingulida"
"tryblidiida","Tryblidiida",FALSE,1,2849681,FALSE,"",1,NA,NA,"Animalia","Tryblidiida"
"gadilida","Gadilida",FALSE,1,480070,FALSE,"",1,NA,NA,"Animalia","Gadilida"
"dentaliida","Dentaliida",FALSE,1,480060,FALSE,"",1,NA,NA,"Animalia","Dentaliida"
"sterrofustia","Sterrofustia",FALSE,1,5677036,FALSE,"",1,NA,NA,"Animalia","Sterrofustia"
"cavibelonia","Cavibelonia",FALSE,1,109945,FALSE,"",1,NA,NA,"Animalia","Cavibelonia"
"pholidoskepia","Pholidoskepia",FALSE,1,351333,FALSE,"",1,NA,NA,"Animalia","Pholidoskepia"
"neomeniamorpha","Neomeniamorpha",FALSE,1,423423,FALSE,"",1,NA,NA,"Animalia","Neomeniamorpha"
"chaetodermatida","Chaetodermatida",FALSE,1,1011947,FALSE,"sibling_higher",1,NA,NA,"Animalia","Chaetodermatida"
"lepidopleurida","Lepidopleurida",FALSE,1,634283,FALSE,"",1,NA,NA,"Animalia","Lepidopleurida"
"chitonida","Chitonida",FALSE,1,632185,FALSE,"",1,NA,NA,"Animalia","Chitonida"
"nautilida","Nautilida",FALSE,1,854452,FALSE,"",1,NA,NA,"Animalia","Nautilida"
"nuculanida","Nuculanida",FALSE,1,99400,FALSE,"",1,NA,NA,"Animalia","Nuculanida"
"nuculida","Nuculida",FALSE,1,5297722,FALSE,"",1,NA,NA,"Animalia","Nuculida"
"solemyida","Solemyida",FALSE,1,637277,FALSE,"",1,NA,NA,"Animalia","Solemyida"
"neomphalida","Neomphalidae",TRUE,0.916666686534882,787701,FALSE,"",6,NA,NA,"Animalia","Neomphalidae"
"seguenziida","Seguenziida",FALSE,1,7502301,FALSE,"barren, merged",1,NA,NA,"Animalia","Seguenziida"
"pleurotomariida","Pleurotomariida",FALSE,1,7502296,FALSE,"barren, merged",1,NA,NA,"Animalia","Pleurotomariida"
"lepetellida","Lepetellida",FALSE,1,5297567,FALSE,"barren, merged",1,NA,NA,"Animalia","Lepetellida"
"trochida","Trochida",FALSE,1,7502346,FALSE,"barren, merged",1,NA,NA,"Animalia","Trochida"
"littorinimorpha","Littorinimorpha",FALSE,1,285849,FALSE,"sibling_higher",1,NA,NA,"Animalia","Littorinimorpha"
"architaenioglossa","Architaenioglossa",FALSE,1,895733,FALSE,"sibling_higher",1,NA,NA,"Animalia","Architaenioglossa"
"neogastropoda","Neogastropoda",FALSE,1,117434,FALSE,"sibling_higher",1,NA,NA,"Animalia","Neogastropoda"
"limifossorida","Limifossorida",FALSE,1,1011948,FALSE,"",1,NA,NA,"Animalia","Limifossorida"
"vampyromorpha","Vampyromorpha",FALSE,1,678560,FALSE,"",1,NA,NA,"Animalia","Vampyromorpha"
"octopoda","Octopoda",FALSE,1,478542,FALSE,"",1,NA,NA,"Animalia","Octopoda"
"myopsida","Myopsida",FALSE,1,576764,FALSE,"",1,NA,NA,"Animalia","Myopsida"
"teuthida","Teuthida",TRUE,1,380472,FALSE,"hidden",2,NA,NA,"Animalia","Teuthida"
"spirulida","Spirulida",FALSE,1,905434,FALSE,"",1,NA,NA,"Animalia","Spirulida"
"sepiida","Sepiida",FALSE,1,905461,FALSE,"",1,NA,NA,"Animalia","Sepiida"
"oegopsida","Oegopsida",FALSE,1,43352,FALSE,"",1,NA,NA,"Animalia","Oegopsida"
"pectinida","Pectinida",FALSE,1,951119,FALSE,"sibling_higher",1,NA,NA,"Animalia","Pectinida"
"limoida","Limoida",FALSE,1,7493361,FALSE,"barren, merged",1,NA,NA,"Animalia","Limoida"
"pterioida","Pterioida",FALSE,1,307066,FALSE,"barren, merged",1,NA,NA,"Animalia","Pterioida"
"ostreida","Ostreida",FALSE,1,975319,FALSE,"sibling_higher",1,NA,NA,"Animalia","Ostreida"
"arcoida","Arcoida",FALSE,1,7493298,FALSE,"barren, merged",1,NA,NA,"Animalia","Arcoida"
"mytilida","Mytilida",FALSE,1,1025542,FALSE,"sibling_higher",1,NA,NA,"Animalia","Mytilida"
"carditida","Carditida",FALSE,1,5677016,FALSE,"",1,NA,NA,"Animalia","Carditida"
"trigoniida","Trigoniida",FALSE,1,274993,FALSE,"",1,NA,NA,"Animalia","Trigoniida"
"unionida","Unionida",FALSE,1,424578,FALSE,"",1,NA,NA,"Animalia","Unionida"
"umbraculida","Umbraculida",FALSE,1,5681238,FALSE,"sibling_higher",1,NA,NA,"Animalia","Umbraculida"
"runcinacea","Runcinacea",FALSE,1,663404,FALSE,"sibling_higher",1,NA,NA,"Animalia","Runcinacea"
"pteropoda","Pteropoda",TRUE,1,616224,FALSE,"hidden, extinct_inherited, incertae_sedis",7,NA,NA,"Animalia","Pteropoda"
"cephalaspidea","Cephalaspidea",FALSE,1,272320,FALSE,"sibling_higher",1,NA,NA,"Animalia","Cephalaspidea"
"aplysiida","Anaspidea",FALSE,1,126309,TRUE,"sibling_higher",1,NA,NA,"Animalia","Anaspidea"
"acochlidiacea","Acochlidiacea",FALSE,1,674158,FALSE,"sibling_higher",1,NA,NA,"Animalia","Acochlidiacea"
"pleurobranchida","Pleurobranchomorpha",FALSE,1,1043840,TRUE,"sibling_higher",1,NA,NA,"Animalia","Pleurobranchomorpha"
"nudibranchia","Nudibranchia",FALSE,1,76753,FALSE,"sibling_higher",1,NA,NA,"Animalia","Nudibranchia"
"gastrochaenida","Gastrochaenida",FALSE,1,7930876,FALSE,"barren, merged",1,NA,NA,"Animalia","Gastrochaenida"
"galeommatida","Galeommatida",FALSE,1,7930770,FALSE,"barren, merged",1,NA,NA,"Animalia","Galeommatida"
"adapedonta","Adapedonta",FALSE,1,5677014,FALSE,"",1,NA,NA,"Animalia","Adapedonta"
"lucinida","Lucinida",FALSE,1,5677008,FALSE,"",2,NA,NA,"Animalia","Lucinida"
"siphonariida","Siphonariida",FALSE,1,7501906,FALSE,"barren, unplaced_inherited",1,NA,NA,"Animalia","Siphonariida"
"ellobiida","Ellobiida",TRUE,1,7498544,FALSE,"hidden_inherited, barren",4,NA,NA,"Animalia","Ellobiida"
"systellommatophora","Systellommatophora",FALSE,1,162891,FALSE,"",1,NA,NA,"Animalia","Systellommatophora"
"stylommatophora","Stylommatophora",FALSE,1,844843,FALSE,"",1,NA,NA,"Animalia","Stylommatophora"
"cardiida","Cardiida",FALSE,1,7491731,FALSE,"",1,NA,NA,"Animalia","Cardiida"
"myida","Myida",FALSE,1,111892,FALSE,"",1,NA,NA,"Animalia","Myida"
"venerida","Venerida",FALSE,1,721798,FALSE,"",1,NA,NA,"Animalia","Venerida"
"hirudinida","Hirudinida",FALSE,1,953050,FALSE,"sibling_higher",1,NA,NA,"Animalia","Hirudinida"
"acanthobdellida","Acanthobdellida",FALSE,1,251547,FALSE,"sibling_higher",1,NA,NA,"Animalia","Acanthobdellida"
"branchiobdellida","Branchiobdellida",FALSE,1,327540,FALSE,"sibling_higher",1,NA,NA,"Animalia","Branchiobdellida"
"arhynchobdellida","Arhynchobdellida",FALSE,1,1039474,FALSE,"sibling_higher",1,NA,NA,"Animalia","Arhynchobdellida"
"rhynchobdellida","Rhynchobdellida",FALSE,1,902882,FALSE,"sibling_higher",1,NA,NA,"Animalia","Rhynchobdellida"
"tubificida","Tubificida",TRUE,1,5673540,FALSE,"hidden, barren, merged",4,NA,NA,"Animalia","Tubificida"
"randiellida","Randiellidae",TRUE,0.916666686534882,5681406,FALSE,"",3,NA,NA,"Animalia","Randiellidae"
"parvidrilida","Parvidrilidae",TRUE,0.923076927661896,37228,FALSE,"sibling_higher",1,NA,NA,"Animalia","Parvidrilidae"
"narapida","Narapidae",TRUE,0.888888895511627,4974476,FALSE,"sibling_higher",1,NA,NA,"Animalia","Narapidae"
"alluroidida","Alluroididae",TRUE,0.916666686534882,2847455,FALSE,"sibling_higher",1,NA,NA,"Animalia","Alluroididae"
"crassiclitellata","Crassiclitellata",FALSE,1,5677185,FALSE,"barren, inconsistent",1,NA,NA,"Animalia","Crassiclitellata"
"capilloventrida","Capilloventrida",FALSE,1,5673538,FALSE,"barren, merged",1,NA,NA,"Animalia","Capilloventrida"
"enchytraeida","Enchytraeida",FALSE,1,2847398,FALSE,"",1,NA,NA,"Animalia","Enchytraeida"
"moniligastrida","Moniligastrida",FALSE,1,363475,FALSE,"",1,NA,NA,"Animalia","Moniligastrida"
"lumbriculida","Lumbriculida",FALSE,1,962506,FALSE,"",1,NA,NA,"Animalia","Lumbriculida"
"haplotaxida","Haplotaxida",FALSE,1,840750,FALSE,"",1,NA,NA,"Animalia","Haplotaxida"
"phascolosomatiformes","Phascolosomatiformes",FALSE,1,486287,FALSE,"",1,NA,NA,"Animalia","Phascolosomatiformes"
"aspidosiphonidormes","Aspidosiphonidormes",FALSE,1,1012333,FALSE,"",1,NA,NA,"Animalia","Aspidosiphonidormes"
"golfingiida","Golfingiida",FALSE,1,949441,FALSE,"",1,NA,NA,"Animalia","Golfingiida"
"eunicida","Eunicida",FALSE,1,67133,FALSE,"",1,NA,NA,"Animalia","Eunicida"
"phyllodocida","Phyllodocida",FALSE,1,153423,FALSE,"",1,NA,NA,"Animalia","Phyllodocida"
"echiuroidea","Echiuroidea",FALSE,1,247682,FALSE,"",1,NA,NA,"Animalia","Echiuroidea"
"xenopneusta","Xenopneusta",FALSE,1,954046,FALSE,"",1,NA,NA,"Animalia","Xenopneusta"
"flabelligerida","Flabelligerida",FALSE,1,304695,FALSE,"",1,NA,NA,"Animalia","Flabelligerida"
"spionida","Spionida",FALSE,1,490721,FALSE,"",1,NA,NA,"Animalia","Spionida"
"terebellida","Terebellida",FALSE,1,466490,FALSE,"",1,NA,NA,"Animalia","Terebellida"
"sabellida","Sabellida",FALSE,1,992901,FALSE,"",1,NA,NA,"Animalia","Sabellida"
"opheliida","Opheliida",FALSE,1,955755,FALSE,"",1,NA,NA,"Animalia","Opheliida"
"potamodrilidae","Potamodrilidae",FALSE,1,618826,FALSE,"",1,NA,NA,"Animalia","Potamodrilidae"
"carinomiformes","Cariamiformes",TRUE,0.846153855323792,6151851,FALSE,"sibling_higher",2,NA,NA,"Animalia","Cariamiformes"
"heteronemertea","Heteronemertea",FALSE,1,481610,FALSE,"",1,NA,NA,"Animalia","Heteronemertea"
"bdellonemertea","Bdellonemertea",FALSE,1,131283,FALSE,"",3,NA,NA,"Animalia","Bdellonemertea"
"polystilifera","Polystilifera",FALSE,1,958154,FALSE,"",1,NA,NA,"Animalia","Polystilifera"
"monostilifera","Monostilifera",FALSE,1,971438,FALSE,"",1,NA,NA,"Animalia","Monostilifera"
"mariplanellida","Mariplanellinae",TRUE,0.866666674613953,650916,FALSE,"",3,NA,NA,"Animalia","Mariplanellinae"
"fecampiida","Fecampiida",FALSE,1,5670287,FALSE,"sibling_higher",1,NA,NA,"Animalia","Fecampiida"
"prolecithophora","Prolecithophora",FALSE,1,257330,FALSE,"sibling_higher",1,NA,NA,"Animalia","Prolecithophora"
"rhabdocoela","Rhabdocoela",FALSE,1,110832,FALSE,"sibling_higher",1,NA,NA,"Animalia","Rhabdocoela"
"lecithoepitheliata","Lecithoepitheliata",FALSE,1,101214,FALSE,"sibling_higher",1,NA,NA,"Animalia","Lecithoepitheliata"
"polycladida","Polycladida",FALSE,1,101221,FALSE,"sibling_higher",1,NA,NA,"Animalia","Polycladida"
"haplopharyngida","Haplopharyngida",FALSE,1,393029,FALSE,"",1,NA,NA,"Animalia","Haplopharyngida"
"macrostomida","Macrostomida",FALSE,1,335258,FALSE,"",1,NA,NA,"Animalia","Macrostomida"
"proseriata","Proseriata",FALSE,1,960815,FALSE,"",1,NA,NA,"Animalia","Proseriata"
"tricladida","Tricladida",FALSE,1,555387,FALSE,"",1,NA,NA,"Animalia","Tricladida"
"polystomatidea","Polystomatidea",FALSE,1,5673713,FALSE,"",1,NA,NA,"Animalia","Polystomatidea"
"mazocraeidea","Mazocraeidea",FALSE,1,5298080,FALSE,"",1,NA,NA,"Animalia","Mazocraeidea"
"diclybothriidea","Diclybothriidea",FALSE,1,5673711,FALSE,"",1,NA,NA,"Animalia","Diclybothriidea"
"chimaericolidea","Chimaericolidea",FALSE,1,5673712,FALSE,"",1,NA,NA,"Animalia","Chimaericolidea"
"monocotylidea","Monocotylidea",FALSE,1,5673718,FALSE,"",1,NA,NA,"Animalia","Monocotylidea"
"gyrodactylidea","Gyrodactylidea",FALSE,1,5673726,FALSE,"",1,NA,NA,"Animalia","Gyrodactylidea"
"capsalidea","Capsalidea",FALSE,1,5673727,FALSE,"",1,NA,NA,"Animalia","Capsalidea"
"dactylogyridea","Dactylogyridea",FALSE,1,5424514,FALSE,"",1,NA,NA,"Animalia","Dactylogyridea"
"gyrocotylidea","Gyrocotylidea",FALSE,1,742792,FALSE,"",1,NA,NA,"Animalia","Gyrocotylidea"
"amphilinidea","Amphilinidea",FALSE,1,743829,FALSE,"",1,NA,NA,"Animalia","Amphilinidea"
"aporidea","Aporidea",TRUE,1,3669719,FALSE,"hidden, barren, merged",2,NA,NA,"Animalia","Aporidea"
"onchoproteocephalidea","Onchoproteocephalidea",FALSE,1,5441207,FALSE,"",1,NA,NA,"Animalia","Onchoproteocephalidea"
"phyllobothriidea","Phyllobothriidea",FALSE,1,5441208,FALSE,"",1,NA,NA,"Animalia","Phyllobothriidea"
"bothriocephalidea","Bothriocephalidea",FALSE,1,5231745,FALSE,"",1,NA,NA,"Animalia","Bothriocephalidea"
"diphyllobothriidea","Diphyllobothriidea",FALSE,1,45746,FALSE,"",1,NA,NA,"Animalia","Diphyllobothriidea"
"cathetocephalidea","Cathetocephalidea",FALSE,1,153868,FALSE,"",1,NA,NA,"Animalia","Cathetocephalidea"
"litobothriidea","Litobothriidea",FALSE,1,95156,FALSE,"",1,NA,NA,"Animalia","Litobothriidea"
"nippotaeniidea","Nippotaeniidea",FALSE,1,399461,FALSE,"",1,NA,NA,"Animalia","Nippotaeniidea"
"rhinebothriidea","Rhinebothriidea",FALSE,1,486223,FALSE,"",1,NA,NA,"Animalia","Rhinebothriidea"
"tetrabothriidea","Tetrabothriidea",FALSE,1,1012279,FALSE,"",1,NA,NA,"Animalia","Tetrabothriidea"
"lecanicephalidea","Lecanicephalidea",FALSE,1,66754,FALSE,"",2,NA,NA,"Animalia","Lecanicephalidea"
"diphyllidea","Diphyllidea",FALSE,1,587607,FALSE,"",1,NA,NA,"Animalia","Diphyllidea"
"haplobothriidea","Haplobothriidea",FALSE,1,14989,FALSE,"",1,NA,NA,"Animalia","Haplobothriidea"
"caryophyllidea","Caryophyllidea",FALSE,1,14982,FALSE,"",1,NA,NA,"Animalia","Caryophyllidea"
"spathebothriidea","Spathebothriidea",FALSE,1,743828,FALSE,"",1,NA,NA,"Animalia","Spathebothriidea"
"tetraphyllidea","Tetraphyllidea",FALSE,1,342868,FALSE,"",1,NA,NA,"Animalia","Tetraphyllidea"
"trypanorhyncha","Trypanorhyncha",FALSE,1,12614,FALSE,"",1,NA,NA,"Animalia","Trypanorhyncha"
"proteocephalidea","Proteocephalidea",FALSE,1,485712,FALSE,"",1,NA,NA,"Animalia","Proteocephalidea"
"pseudophyllidea","Pseudophyllidea",FALSE,1,416824,FALSE,"",1,NA,NA,"Animalia","Pseudophyllidea"
"cyclophyllidea","Cyclophyllidea",FALSE,1,635260,FALSE,"",1,NA,NA,"Animalia","Cyclophyllidea"
"diplostomida","Strigeidida",FALSE,1,191486,TRUE,"",1,NA,NA,"Animalia","Strigeidida"
"azygiida","Azygiida",FALSE,1,215076,FALSE,"",1,NA,NA,"Animalia","Azygiida"
"plagiorchiida","Plagiorchiida",FALSE,1,270306,FALSE,"",1,NA,NA,"Animalia","Plagiorchiida"
"opisthorchiida","Opisthorchiida",FALSE,1,194957,FALSE,"",1,NA,NA,"Animalia","Opisthorchiida"
"strigeidida","Strigeidida",FALSE,1,191486,FALSE,"",1,NA,NA,"Animalia","Strigeidida"
"nanaloricida","Nanaloricida",FALSE,1,97659,FALSE,"",1,NA,NA,"Animalia","Nanaloricida"
"priapulimorphida","Priapulimorphida",FALSE,1,5301829,FALSE,"",1,NA,NA,"Animalia","Priapulimorphida"
"echiniscoidea","Echiniscoidea",FALSE,1,944401,FALSE,"",1,"Heterotardigrada","Tardigrada","Animalia","Echiniscoidea"
"arthrotardigrada","Arthrotardigrada",FALSE,1,944403,FALSE,"",1,NA,NA,"Animalia","Arthrotardigrada"
"apochela","Apochela",FALSE,1,1075727,FALSE,"",1,NA,NA,"Animalia","Apochela"
"parachela","Parachela (genus in Deuterostomia)",FALSE,1,555248,FALSE,"sibling_higher",2,NA,NA,"Bacteria","Parachela (genus in Deuterostomia)"
"euonychophora","Euonychophora",FALSE,1,5302072,FALSE,"",1,NA,NA,"Animalia","Euonychophora"
"geminibasidiales","Geminibasidiales",FALSE,1,4934487,FALSE,"",1,NA,NA,"Fungi","Geminibasidiales"
"wallemiales","Wallemiales",FALSE,1,1051919,FALSE,"",1,NA,NA,"Fungi","Wallemiales"
"peribolosporales","Peronosporales",TRUE,0.785714268684387,712858,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Fungi","Peronosporales"
"malasseziales","Malasseziales",FALSE,1,867854,FALSE,"",1,NA,NA,"Fungi","Malasseziales"
