"search_string","unique_name","approximate_match","score","ott_id","is_synonym","flags","number_matches","Class","Phylum","Kingdom","Order"
"parachlamydiales","Parachlamydiales",FALSE,1,7011461,FALSE,"barren, inconsistent",1,NA,NA,"Bacteria","Parachlamydiales"
"chlamydiales","Chlamydiales",FALSE,1,966429,FALSE,"sibling_higher",1,NA,NA,"Bacteria","Chlamydiales"
"sedimentisphaerales","Sedimentisphaerales",FALSE,1,7022847,FALSE,"",1,NA,NA,"Bacteria","Sedimentisphaerales"
"tepidisphaerales","Tepidisphaerales",FALSE,1,5896416,FALSE,"",1,NA,NA,"Bacteria","Tepidisphaerales"
"phycisphaerales","Phycisphaerales",FALSE,1,822786,FALSE,"",1,NA,NA,"Bacteria","Phycisphaerales"
"isosphaerales","Onygenales",TRUE,0.857142865657806,958134,FALSE,"sibling_higher",1,NA,NA,"Fungi","Onygenales"
"planctomycetales","Planctomycetales",FALSE,1,686233,FALSE,"sibling_higher",1,NA,NA,"Bacteria","Planctomycetales"
"kiritimatiellales","Kiritimatiellales",FALSE,1,7022620,FALSE,"unplaced_inherited",1,NA,NA,"Bacteria","Kiritimatiellales"
"terrimicrobiales","Thermomicrobiales",TRUE,0.823529422283173,1085865,FALSE,"sibling_higher",1,NA,NA,"Bacteria","Thermomicrobiales"
"methylacidiphilales","Methylacidiphilales",FALSE,1,4795755,FALSE,"barren, incertae_sedis_inherited, merged",1,NA,NA,"Bacteria","Methylacidiphilales"
"puniceicoccales","Puniceicoccales",FALSE,1,569816,FALSE,"",1,NA,NA,"Bacteria","Puniceicoccales"
"opitutales","Opitutales",FALSE,1,569812,FALSE,"",1,NA,NA,"Bacteria","Opitutales"
"limisphaerales","Salinisphaerales",TRUE,0.8125,575772,FALSE,"sibling_higher",3,NA,NA,"Bacteria","Salinisphaerales"
"verrucomicrobiales","Verrucomicrobiales",FALSE,1,75318,FALSE,"",1,NA,NA,"Bacteria","Verrucomicrobiales"
"chthoniobacterales","Chthoniobacterales",FALSE,1,5248202,FALSE,"",1,NA,NA,"Bacteria","Chthoniobacterales"
"elainellales","Selaginellales",TRUE,0.857142865657806,144821,FALSE,"sibling_higher",1,"Lycopodiopsida","Streptophyta","Plantae","Selaginellales"
"gomontiellales","Gomontiellaceae",TRUE,0.800000011920929,4016284,FALSE,"barren, sibling_higher, inconsistent",2,NA,NA,"Bacteria","Gomontiellaceae"
"coleofasciculales","Coleofasciculaceae",TRUE,0.833333313465118,5586461,FALSE,"barren, sibling_higher, inconsistent",2,NA,NA,"Bacteria","Coleofasciculaceae"
"leptolyngbyales","Leptolyngbyaceae",TRUE,0.8125,5586450,FALSE,"barren, sibling_higher, inconsistent",2,NA,NA,"Bacteria","Leptolyngbyaceae"
"prochlorotrichales","Prochlorotrichaceae (inconsistent in FamilyI (in SubsectionIII))",TRUE,0.842105269432068,7014968,FALSE,"barren, sibling_higher, inconsistent",2,NA,NA,"Bacteria","Prochlorotrichaceae (inconsistent in FamilyI (in SubsectionIII))"
"acaryochloridales","Acaryochloridaceae",TRUE,0.833333313465118,5586374,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Bacteria","Acaryochloridaceae"
"desertifilales","Desertifilaceae",TRUE,0.800000011920929,7013955,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Bacteria","Desertifilaceae"
"nodosilineales","Nodosilinea",TRUE,0.727272748947144,826184,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Nodosilinea"
"pseudanabaenales","Pseudanabaenales",FALSE,1,5580584,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Pseudanabaenales"
"gloeomargaritales","Gloeoemargaritales",TRUE,0.944444417953491,7013473,FALSE,"barren, merged",3,NA,NA,"Bacteria","Gloeoemargaritales"
"chroococcidiopsidales","Chroococcidiopsidales",FALSE,1,5993765,FALSE,"barren, merged",1,"Cyanophyceae","Cyanobacteriota","Bacteria","Chroococcidiopsidales"
"spirulinales","Spirulinales",FALSE,1,5993952,FALSE,"barren, merged",1,NA,NA,"Bacteria","Spirulinales"
"synechococcales","Synechococcales",FALSE,1,5580585,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Synechococcales"
"synechococcales","Synechococcales",FALSE,1,5580585,FALSE,"barren, sibling_higher, inconsistent",1,"Cyanophyceae","Cyanobacteriota","Animalia","Synechococcales"
"gloeobacterales","Gloeobacterales",FALSE,1,877100,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Bacteria","Gloeobacterales"
"pleurocapsales","Pleurocapsales",FALSE,1,1071381,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Pleurocapsales"
"nostocales","Nostocales",FALSE,1,368777,FALSE,"barren, sibling_higher, inconsistent",1,"Cyanophyceae","Cyanobacteriota","Bacteria","Nostocales"
"oscillatoriales","Oscillatoriales",FALSE,1,843528,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Oscillatoriales"
"chroococcales","Chroococcales",FALSE,1,225543,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Chroococcales"
"balneolales","Balneolales",FALSE,1,5913265,FALSE,"barren, incertae_sedis_inherited, merged",1,NA,NA,"Bacteria","Balneolales"
"rhodothermales","Rhodothermales",FALSE,1,5913268,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Rhodothermales"
"ignavibacteriales","Ignavibacteriales",FALSE,1,50757,FALSE,"",1,NA,NA,"Bacteria","Ignavibacteriales"
"chlorobiales","Chlorobiales",FALSE,1,283889,FALSE,"",1,NA,NA,"Bacteria","Chlorobiales"
"saprospirales","Saprospirales",FALSE,1,7010634,FALSE,"barren, sibling_higher, inconsistent",1,NA,NA,"Bacteria","Saprospirales"
"chitinophagales","Chitinophagales",FALSE,1,5887233,FALSE,"barren, sibling_higher, merged",1,NA,NA,"Bacteria","Chitinophagales"
"cytophagales","Cytophagales",FALSE,1,427259,FALSE,"",1,NA,NA,"Bacteria","Cytophagales"
"marinilabiliales","Marinilabiliales",FALSE,1,7008806,FALSE,"barren, inconsistent",1,NA,NA,"Bacteria","Marinilabiliales"
"bacteroidales","Bacteroidales",FALSE,1,229093,FALSE,"",1,NA,NA,"Bacteria","Bacteroidales"
"sphingobacteriales","Sphingobacteriales",FALSE,1,778531,FALSE,"sibling_higher",1,NA,NA,"Bacteria","Sphingobacteriales"
"flavobacteriales","Flavobacteriales",FALSE,1,1082712,FALSE,"sibling_higher",1,NA,NA,"Bacteria","Flavobacteriales"
"homosclerophorida","Homosclerophorida",FALSE,1,196337,FALSE,"",1,NA,NA,"Animalia","Homosclerophorida"
"amphidiscosida","Amphidiscosida",FALSE,1,281117,FALSE,"",1,NA,NA,"Animalia","Amphidiscosida"
"aulocalycoida","Aulocalycoida",FALSE,1,2833442,FALSE,"",2,NA,NA,"Animalia","Aulocalycoida"
"hexactinosida","Hexactinosida",FALSE,1,478018,FALSE,"",2,NA,NA,"Animalia","Hexactinosida"
"lyssacinosida","Lyssacinosida",FALSE,1,1007164,FALSE,"",1,NA,NA,"Animalia","Lyssacinosida"
"baerida","Baerida",FALSE,1,737936,FALSE,"",1,NA,NA,"Animalia","Baerida"
"lithonida","Lithonida",FALSE,1,586187,FALSE,"",1,NA,NA,"Animalia","Lithonida"
"leucosolenida","Leucosolenida",FALSE,1,173155,FALSE,"",1,NA,NA,"Animalia","Leucosolenida"
"murrayonida","Murrayonida",FALSE,1,698057,FALSE,"",1,NA,NA,"Animalia","Murrayonida"
"clathrinida","Clathrinida",FALSE,1,606953,FALSE,"",1,NA,NA,"Animalia","Clathrinida"
"verongiida","Verongiida",FALSE,1,619374,FALSE,"",1,NA,NA,"Animalia","Verongiida"
"chondrosiida","Chondrosiida",FALSE,1,5602007,FALSE,"",1,NA,NA,"Animalia","Chondrosiida"
"chondrillida","Chondrillida",FALSE,1,5602006,FALSE,"",1,NA,NA,"Animalia","Chondrillida"
"dictyoceratida","Dictyoceratida",FALSE,1,249751,FALSE,"",1,NA,NA,"Animalia","Dictyoceratida"
"dendroceratida","Dendroceratida",FALSE,1,249753,FALSE,"",1,NA,NA,"Animalia","Dendroceratida"
"trachycladida","Trachycladida",FALSE,1,5653631,FALSE,"",1,NA,NA,"Animalia","Trachycladida"
"tetractinellida","Tetractinellida",FALSE,1,169343,FALSE,"",1,NA,NA,"Animalia","Tetractinellida"
"tethyida","Tethyida",FALSE,1,5653623,FALSE,"",1,NA,NA,"Animalia","Tethyida"
"suberitida","Suberitida",FALSE,1,5653624,FALSE,"",1,NA,NA,"Animalia","Suberitida"
"spongillida","Spongillida",FALSE,1,5975692,FALSE,"",1,NA,NA,"Animalia","Spongillida"
"sphaerocladina","Sphaerocladina",FALSE,1,5653627,FALSE,"",1,NA,NA,"Animalia","Sphaerocladina"
"scopalinida","Scopalinida",FALSE,1,5653632,FALSE,"barren",1,NA,NA,"Animalia","Scopalinida"
"polymastiida","Polymastiida",FALSE,1,5653629,FALSE,"",1,NA,NA,"Animalia","Polymastiida"
"merliida","Merliida",FALSE,1,5653620,FALSE,"",1,NA,NA,"Animalia","Merliida"
"desmacellida","Desmacellida",FALSE,1,5653622,FALSE,"",1,NA,NA,"Animalia","Desmacellida"
"clionaida","Clionaida",FALSE,1,5653621,FALSE,"",1,NA,NA,"Animalia","Clionaida"
"bubarida","Bubarida",FALSE,1,5653628,FALSE,"",1,NA,NA,"Animalia","Bubarida"
"biemnida","Biemnida",FALSE,1,5653626,FALSE,"",1,NA,NA,"Animalia","Biemnida"
"axinellida","Axinellida",FALSE,1,5281527,FALSE,"",1,NA,NA,"Animalia","Axinellida"
"agelasida","Agelasida",FALSE,1,205670,FALSE,"",1,NA,NA,"Animalia","Agelasida"
"poecilosclerida","Poecilosclerida",FALSE,1,71327,FALSE,"",1,NA,NA,"Animalia","Poecilosclerida"
"haplosclerida","Haplosclerida",FALSE,1,67836,FALSE,"",1,NA,NA,"Animalia","Haplosclerida"
"beroida","Beroida",FALSE,1,570650,FALSE,"",1,NA,NA,"Animalia","Beroida"
"thalassocalycida","Thalassocalycida",FALSE,1,804416,FALSE,"",1,NA,NA,"Animalia","Thalassocalycida"
"platyctenida","Platyctenida",FALSE,1,574291,FALSE,"",1,NA,NA,"Animalia","Platyctenida"
"cydippida","Cydippida",FALSE,1,380155,FALSE,"",1,NA,NA,"Animalia","Cydippida"
"lobata","Lobata",FALSE,1,161874,FALSE,"",2,NA,NA,"Animalia","Lobata"
"cestida","Cestida",FALSE,1,632527,FALSE,"",1,NA,NA,"Animalia","Cestida"
"polypodiidea","Polypodiidea",FALSE,1,7508943,FALSE,"",1,NA,NA,"Animalia","Polypodiidea"
"stauromedusae","Stauromedusae",FALSE,1,967608,FALSE,"sibling_higher",1,NA,NA,"Animalia","Stauromedusae"
"coronatae","Coronatae",FALSE,1,274733,FALSE,"",1,NA,NA,"Animalia","Coronatae"
"rhizostomeae","Rhizostomeae",FALSE,1,570654,FALSE,"",1,NA,NA,"Animalia","Rhizostomeae"
"semaeostomeae","Semaeostomeae",FALSE,1,983578,FALSE,"",1,NA,NA,"Animalia","Semaeostomeae"
"chirodropida","Chirodropida",FALSE,1,845726,FALSE,"",1,NA,NA,"Animalia","Chirodropida"
"carybdeida","Carybdeida",FALSE,1,879293,FALSE,"",1,NA,NA,"Animalia","Carybdeida"
"malacovalvulida","Malacovalvulida",FALSE,1,80289,FALSE,"",1,NA,NA,"Animalia","Malacovalvulida"
"multivalvulida","Multivalvulida",FALSE,1,918273,FALSE,"",1,NA,NA,"Animalia","Multivalvulida"
"bivalvulida","Bivalvulida",FALSE,1,412096,FALSE,"",1,NA,NA,"Animalia","Bivalvulida"
"spirularia","Spirularia",FALSE,1,5665212,FALSE,"",1,NA,NA,"Animalia","Spirularia"
"zoantharia","Zoantharia",FALSE,1,708619,FALSE,"sibling_higher",2,NA,NA,"Animalia","Zoantharia"
"corallimorpharia","Corallimorpharia",FALSE,1,905399,FALSE,"sibling_higher",1,NA,NA,"Animalia","Corallimorpharia"
"antipatharia","Antipatharia (order worms:22549)",FALSE,1,84510,FALSE,"sibling_higher",1,NA,NA,"Animalia","Antipatharia (order worms:22549)"
"scleractinia","Scleractinia",FALSE,1,712383,FALSE,"sibling_higher",1,NA,NA,"Animalia","Scleractinia"
"actiniaria","Actiniaria",FALSE,1,1084481,FALSE,"sibling_higher",1,NA,NA,"Animalia","Actiniaria"
"actinulida","Actinulida",FALSE,1,823964,FALSE,"",1,NA,NA,"Animalia","Actinulida"
"limnomedusae","Limnomedusae",FALSE,1,997622,FALSE,"",1,NA,NA,"Animalia","Limnomedusae"
"narcomedusae","Narcomedusae",FALSE,1,212024,FALSE,"",1,NA,NA,"Animalia","Narcomedusae"
"trachymedusae","Trachymedusae",FALSE,1,212022,FALSE,"",1,NA,NA,"Animalia","Trachymedusae"
"leptothecata","Leptothecata",FALSE,1,981800,FALSE,"",1,NA,NA,"Animalia","Leptothecata"
"anthoathecata","Anthoathecata",FALSE,1,590271,FALSE,"",1,NA,NA,"Animalia","Anthoathecata"
"siphonophorae","Siphonophorae",FALSE,1,711116,FALSE,"",1,NA,NA,"Animalia","Siphonophorae"
"nemertodermatida","Nemertodermatida",FALSE,1,490210,FALSE,"sibling_higher",1,NA,NA,"Animalia","Nemertodermatida"
"acoela","Acoela",FALSE,1,283423,FALSE,"sibling_higher",1,NA,NA,"Animalia","Acoela"
"rhabdopleurida","Rhabdopleurida",FALSE,1,841338,FALSE,"",1,NA,NA,"Animalia","Rhabdopleurida"
"cephalodiscida","Cephalodiscida",FALSE,1,841339,FALSE,"",1,NA,NA,"Animalia","Cephalodiscida"
"amphioxiformes","Amphioxiformes",TRUE,1,5260764,FALSE,"hidden, barren, sibling_higher, merged",2,NA,NA,"Animalia","Amphioxiformes"
"pyrosomata","Pyrosomata",FALSE,1,326076,FALSE,"",1,NA,NA,"Animalia","Pyrosomata"
"doliolida","Doliolida",FALSE,1,1052615,FALSE,"",1,NA,NA,"Animalia","Doliolida"
"salpida","Salpida",FALSE,1,487089,FALSE,"",1,NA,NA,"Animalia","Salpida"
"copelata","Copelata",FALSE,1,4116912,FALSE,"",1,NA,NA,"Animalia","Copelata"
"aplousobranchia","Aplousobranchia",FALSE,1,926508,FALSE,"",1,NA,NA,"Animalia","Aplousobranchia"
"stolidobranchia","Stolidobranchia",FALSE,1,750979,FALSE,"",1,NA,NA,"Animalia","Stolidobranchia"
"phlebobranchia","Phlebobranchia",FALSE,1,125656,FALSE,"",1,NA,NA,"Animalia","Phlebobranchia"
"petromyzontiformes","Petromyzontiformes",FALSE,1,1067466,FALSE,"sibling_higher",1,NA,NA,"Animalia","Petromyzontiformes"
"myxiniformes","Myxiniformes",FALSE,1,852676,FALSE,"",1,NA,NA,"Animalia","Myxiniformes"
"chimaeriformes","Chimaeriformes",FALSE,1,550649,FALSE,"",1,NA,NA,"Animalia","Chimaeriformes"
"torpediniformes","Torpediniformes",FALSE,1,356640,FALSE,"",1,NA,NA,"Animalia","Torpediniformes"
"rhinopristiformes","Rhinopristiformes",FALSE,1,7649108,FALSE,"barren, inconsistent",1,NA,NA,"Animalia","Rhinopristiformes"
"myliobatiformes","Myliobatiformes",FALSE,1,706576,FALSE,"",1,NA,NA,"Animalia","Myliobatiformes"
"rajiformes","Rajiformes",FALSE,1,1077227,FALSE,"",1,NA,NA,"Animalia","Rajiformes"
"coelacanthiformes","Coelacanthiformes",FALSE,1,773493,FALSE,"",1,NA,NA,"Animalia","Coelacanthiformes"
"polypteriformes","Polypteriformes",FALSE,1,458427,FALSE,"",1,NA,NA,"Animalia","Polypteriformes"
"squaliformes","Squaliformes",FALSE,1,181892,FALSE,"sibling_higher",1,NA,NA,"Animalia","Squaliformes"
"echinorhiniformes","Echinorhiniformes",FALSE,1,340760,FALSE,"sibling_higher",1,NA,NA,"Animalia","Echinorhiniformes"
"hexanchiformes","Hexanchiformes",FALSE,1,32032,FALSE,"sibling_higher",1,NA,NA,"Animalia","Hexanchiformes"
"acipenseriformes","Acipenseriformes",FALSE,1,773489,FALSE,"",1,NA,NA,"Animalia","Acipenseriformes"
"heterodontiformes","Heterodontiformes",FALSE,1,819004,FALSE,"",1,NA,NA,"Animalia","Heterodontiformes"
"orectolobiformes","Orectolobiformes",FALSE,1,331723,FALSE,"",1,NA,NA,"Animalia","Orectolobiformes"
"lamniformes","Lamniformes",FALSE,1,32038,FALSE,"",1,NA,NA,"Animalia","Lamniformes"
"carcharhiniformes","Carcharhiniformes",FALSE,1,553100,FALSE,"",1,NA,NA,"Animalia","Carcharhiniformes"
"gymnophiona","Gymnophiona",FALSE,1,118027,FALSE,"sibling_higher",1,NA,NA,"Animalia","Gymnophiona"
"ceratodontiformes","Ceratodontiformes",FALSE,1,490675,FALSE,"",1,NA,NA,"Animalia","Ceratodontiformes"
"amiiformes","Amiiformes",FALSE,1,329630,FALSE,"",1,NA,NA,"Animalia","Amiiformes"
"semionotiformes","Semionotiformes",FALSE,1,904125,FALSE,"",1,NA,NA,"Animalia","Semionotiformes"
"anura","Anura",FALSE,1,991547,FALSE,"",6,NA,NA,"Animalia","Anura"
"caudata","Caudata",FALSE,1,984716,FALSE,"",1,NA,NA,"Animalia","Caudata"
"monotremata","Monotremata",FALSE,1,962396,FALSE,"",1,NA,NA,"Animalia","Monotremata"
"litopterna","Litopterna",FALSE,1,5327063,FALSE,"extinct, incertae_sedis, sibling_higher",1,NA,NA,"Animalia","Litopterna"
"notoungulata","Notoungulata",FALSE,1,5327108,FALSE,"extinct, incertae_sedis, sibling_higher",1,NA,NA,"Animalia","Notoungulata"
"peramelemorphia","Peramelemorphia",FALSE,1,852221,FALSE,"",1,NA,NA,"Animalia","Peramelemorphia"
"notoryctemorphia","Notoryctemorphia",FALSE,1,852222,FALSE,"",1,NA,NA,"Animalia","Notoryctemorphia"
"diprotodontia","Diprotodontia",FALSE,1,277679,FALSE,"",1,NA,NA,"Animalia","Diprotodontia"
"dasyuromorphia","Dasyuromorphia",FALSE,1,277678,FALSE,"",1,NA,NA,"Animalia","Dasyuromorphia"
"microbiotheria","Microbiotheria",FALSE,1,277699,FALSE,"",1,NA,NA,"Animalia","Microbiotheria"
"paucituberculata","Paucituberculata",FALSE,1,277698,FALSE,"",1,NA,NA,"Animalia","Paucituberculata"
"didelphimorphia","Didelphimorphia",FALSE,1,277697,FALSE,"",1,NA,NA,"Animalia","Didelphimorphia"
"squamata","Squamata (order in Deuterostomia)",FALSE,1,35888,FALSE,"",1,NA,NA,"Animalia","Squamata (order in Deuterostomia)"
"sphenodontia","Rhynchocephalia",FALSE,1,35876,TRUE,"",1,NA,NA,"Animalia","Rhynchocephalia"
"hiodontiformes","Hiodontiformes",FALSE,1,5521757,FALSE,"",1,NA,NA,"Animalia","Hiodontiformes"
"osteoglossiformes","Osteoglossiformes",FALSE,1,496754,FALSE,"",1,NA,NA,"Animalia","Osteoglossiformes"
"notacanthiformes","Notacanthiformes",FALSE,1,925748,FALSE,"",1,NA,NA,"Animalia","Notacanthiformes"
"albuliformes","Albuliformes",FALSE,1,133416,FALSE,"",1,NA,NA,"Animalia","Albuliformes"
"anguilliformes","Anguilliformes",FALSE,1,854188,FALSE,"",1,NA,NA,"Animalia","Anguilliformes"
"elopiformes","Elopiformes",FALSE,1,329625,FALSE,"",1,NA,NA,"Animalia","Elopiformes"
"macroscelidea","Macroscelidea",FALSE,1,604023,FALSE,"",1,NA,NA,"Animalia","Macroscelidea"
"tubulidentata","Tubulidentata",FALSE,1,561100,FALSE,"",1,NA,NA,"Animalia","Tubulidentata"
"hyracoidea","Hyracoidea",FALSE,1,561107,FALSE,"",1,NA,NA,"Animalia","Hyracoidea"
"proboscidea","Proboscidea (genus in subkingdom SAR)",FALSE,1,5987882,FALSE,"barren, incertae_sedis",6,NA,NA,"Animalia","Proboscidea (genus in subkingdom SAR)"
"sirenia","Sirenia",FALSE,1,226183,FALSE,"",1,NA,NA,"Animalia","Sirenia"
"cingulata","Cingulata (order in Deuterostomia)",FALSE,1,495017,FALSE,"",2,NA,NA,"Animalia","Cingulata (order in Deuterostomia)"
"pilosa","Pilosa (order in Deuterostomia)",FALSE,1,495018,FALSE,"",2,NA,NA,"Animalia","Pilosa (order in Deuterostomia)"
"testudines","Testudines",FALSE,1,639666,FALSE,"",1,NA,NA,"Animalia","Testudines"
"crocodylia","Crocodylia",FALSE,1,195672,FALSE,"",1,NA,NA,"Animalia","Crocodylia"
"stomiiformes","Stomiiformes",FALSE,1,701557,FALSE,"",1,NA,NA,"Animalia","Stomiiformes"
"osmeriformes","Osmeriformes",FALSE,1,496756,FALSE,"",1,NA,NA,"Animalia","Osmeriformes"
"lepidogalaxiiformes","Lepidogalaxiiformes",FALSE,1,5536252,FALSE,"",1,NA,NA,"Animalia","Lepidogalaxiiformes"
"argentiniformes","Argentiniformes",FALSE,1,757259,FALSE,"",1,NA,NA,"Animalia","Argentiniformes"
"galaxiiformes","Galaxiiformes",FALSE,1,138716,FALSE,"",1,NA,NA,"Animalia","Galaxiiformes"
"esociformes","Esociformes",FALSE,1,216172,FALSE,"",1,NA,NA,"Animalia","Esociformes"
"salmoniformes","Salmoniformes",FALSE,1,216171,FALSE,"",1,NA,NA,"Animalia","Salmoniformes"
"alepocephaliformes","Alepocephaliformes",FALSE,1,120101,FALSE,"",1,NA,NA,"Animalia","Alepocephaliformes"
"clupeiformes","Clupeiformes",FALSE,1,400458,FALSE,"",1,NA,NA,"Animalia","Clupeiformes"
"dermoptera","Dermoptera",FALSE,1,987673,FALSE,"",1,NA,NA,"Animalia","Dermoptera"
"primates","Primates",FALSE,1,913935,FALSE,"",1,NA,NA,"Animalia","Primates"
"scandentia","Scandentia",FALSE,1,574734,FALSE,"",2,NA,NA,"Animalia","Scandentia"
"artiodactyla","Artiodactyla",FALSE,1,622916,FALSE,"",1,NA,NA,"Animalia","Artiodactyla"
"carnivora","Carnivora",FALSE,1,44565,FALSE,"",1,NA,NA,"Animalia","Carnivora"
"pholidota","Pholidota (genus in kingdom Archaeplastida)",FALSE,1,986089,FALSE,"",2,NA,NA,"Animalia","Pholidota (genus in kingdom Archaeplastida)"
"perissodactyla","Perissodactyla",FALSE,1,541948,FALSE,"",1,NA,NA,"Animalia","Perissodactyla"
"chiroptera","Chiroptera",FALSE,1,574724,FALSE,"",1,NA,NA,"Animalia","Chiroptera"
"eulipotyphla","Eulipotyphla",FALSE,1,796664,FALSE,"",1,NA,NA,"Animalia","Eulipotyphla"
"ateleopodiformes","Ateleopodiformes",FALSE,1,292503,FALSE,"",1,NA,NA,"Animalia","Ateleopodiformes"
"gonorynchiformes","Gonorynchiformes",FALSE,1,460873,FALSE,"",1,NA,NA,"Animalia","Gonorynchiformes"
"rodentia","Rodentia",FALSE,1,864593,FALSE,"",1,NA,NA,"Animalia","Rodentia"
"lagomorpha","Lagomorpha",FALSE,1,644242,FALSE,"",1,NA,NA,"Animalia","Lagomorpha"
"aulopiformes","Aulopiformes",FALSE,1,19307,FALSE,"",1,NA,NA,"Animalia","Aulopiformes"
"gymnotiformes","Gymnotiformes",FALSE,1,216180,FALSE,"",1,NA,NA,"Animalia","Gymnotiformes"
"siluriformes","Siluriformes",FALSE,1,701516,FALSE,"",1,NA,NA,"Animalia","Siluriformes"
"characiformes","Characiformes",FALSE,1,701511,FALSE,"",1,NA,NA,"Animalia","Characiformes"
"cypriniformes","Cypriniformes",FALSE,1,1005931,FALSE,"",1,NA,NA,"Animalia","Cypriniformes"
"myctophiformes","Myctophiformes",FALSE,1,19303,FALSE,"",1,NA,NA,"Animalia","Myctophiformes"
"polymixiiformes","Polymixiiformes",FALSE,1,617750,FALSE,"",1,NA,NA,"Animalia","Polymixiiformes"
"lampriformes","Lampriformes",FALSE,1,617745,FALSE,"",1,NA,NA,"Animalia","Lampriformes"
"percopsiformes","Percopsiformes",FALSE,1,326254,FALSE,"",1,NA,NA,"Animalia","Percopsiformes"
"trachichthyiformes","Trachichthyiformes",FALSE,1,7061190,FALSE,"",1,NA,NA,"Animalia","Trachichthyiformes"
"beryciformes","Beryciformes",FALSE,1,587933,FALSE,"",1,NA,NA,"Animalia","Beryciformes"
"holocentriformes","Holocentriformes",FALSE,1,5553757,FALSE,"",1,NA,NA,"Animalia","Holocentriformes"
"suliformes","Suliformes",FALSE,1,4947501,FALSE,"barren, merged",1,NA,NA,"Animalia","Suliformes"
"accipitriformes","Accipitriformes",FALSE,1,4947835,FALSE,"sibling_higher",1,NA,NA,"Animalia","Accipitriformes"
"cariamiformes","Cariamiformes",FALSE,1,6151851,FALSE,"sibling_higher",1,NA,NA,"Animalia","Cariamiformes"
"galbuliformes","Galbuliformes",FALSE,1,484893,FALSE,"sibling_higher",1,NA,NA,"Animalia","Galbuliformes"
"upupiformes","Upupiformes",FALSE,1,815967,FALSE,"sibling_higher",1,NA,NA,"Animalia","Upupiformes"
"coliiformes","Coliiformes",FALSE,1,815970,FALSE,"sibling_higher",1,NA,NA,"Animalia","Coliiformes"
"bucerotiformes","Bucerotiformes",FALSE,1,341907,FALSE,"sibling_higher",1,NA,NA,"Animalia","Bucerotiformes"
"trogoniformes","Trogoniformes",FALSE,1,539130,FALSE,"sibling_higher",1,NA,NA,"Animalia","Trogoniformes"
"musophagiformes","Musophagiformes",FALSE,1,539139,FALSE,"sibling_higher",1,NA,NA,"Animalia","Musophagiformes"
"strigiformes","Strigiformes",FALSE,1,1028829,FALSE,"sibling_higher",1,NA,NA,"Animalia","Strigiformes"
"procellariiformes","Procellariiformes",FALSE,1,452461,FALSE,"sibling_higher",1,NA,NA,"Animalia","Procellariiformes"
"podicipediformes","Podicipediformes",FALSE,1,452464,FALSE,"sibling_higher",1,NA,NA,"Animalia","Podicipediformes"
"opisthocomiformes","Opisthocomiformes",FALSE,1,928359,FALSE,"sibling_higher",1,NA,NA,"Animalia","Opisthocomiformes"
"gaviiformes","Gaviiformes",FALSE,1,70684,FALSE,"sibling_higher",1,NA,NA,"Animalia","Gaviiformes"
"sphenisciformes","Sphenisciformes",FALSE,1,494366,FALSE,"sibling_higher",1,NA,NA,"Animalia","Sphenisciformes"
"psittaciformes","Psittaciformes",FALSE,1,1020133,FALSE,"sibling_higher",1,NA,NA,"Animalia","Psittaciformes"
"piciformes","Piciformes",FALSE,1,472432,FALSE,"sibling_higher",1,NA,NA,"Animalia","Piciformes"
"phoenicopteriformes","Phoenicopteriformes",FALSE,1,472435,FALSE,"sibling_higher",1,NA,NA,"Animalia","Phoenicopteriformes"
"pelecaniformes","Pelecaniformes",FALSE,1,969837,FALSE,"sibling_higher",1,NA,NA,"Animalia","Pelecaniformes"
"passeriformes","Passeriformes",FALSE,1,1041547,FALSE,"sibling_higher",1,NA,NA,"Animalia","Passeriformes"
"gruiformes","Gruiformes",FALSE,1,967304,FALSE,"sibling_higher",1,NA,NA,"Animalia","Gruiformes"
"falconiformes","Falconiformes",FALSE,1,212187,FALSE,"sibling_higher",1,NA,NA,"Animalia","Falconiformes"
"cuculiformes","Cuculiformes",FALSE,1,212171,FALSE,"sibling_higher",1,NA,NA,"Animalia","Cuculiformes"
"coraciiformes","Coraciiformes",FALSE,1,938409,FALSE,"sibling_higher",1,NA,NA,"Animalia","Coraciiformes"
"columbiformes","Columbiformes",FALSE,1,363030,FALSE,"sibling_higher",1,NA,NA,"Animalia","Columbiformes"
"ciconiiformes","Ciconiiformes",FALSE,1,363022,FALSE,"sibling_higher",1,NA,NA,"Animalia","Ciconiiformes"
"charadriiformes","Charadriiformes",FALSE,1,313124,FALSE,"sibling_higher",1,NA,NA,"Animalia","Charadriiformes"
"apterygiformes","Apterygiformes",FALSE,1,816668,FALSE,"",1,NA,NA,"Animalia","Apterygiformes"
