"x","y","Genera"
2.7430281625,39.60136295,12
4.51946193749998,39.60136295,1
20.5073659125,39.60136295,1
45.3774387625,39.60136295,1
139.5284288375,39.60136295,1
141.3048626125,39.60136295,1
-123.3837698625,38.80540705,8
-121.6073360875,38.80540705,1
-109.1722996625,38.80540705,1
-94.9608294625,38.80540705,1
-91.4079619125,38.80540705,7
-86.0786605875,38.80540705,2
-84.3022268125,38.80540705,2
-82.5257930375,38.80540705,4
-80.7493592625,38.80540705,3
-78.9729254875,38.80540705,5
-77.1964917125,38.80540705,4
-75.4200579375,38.80540705,2
-27.4563460125,38.80540705,1
-9.6920082625,38.80540705,4
-7.91557448750001,38.80540705,2
-6.13914071250002,38.80540705,3
-2.58627316250002,38.80540705,1
27.6131010125,38.80540705,1
139.5284288375,38.80540705,1
-123.3837698625,38.00945115,3
-121.6073360875,38.00945115,7
-119.8309023125,38.00945115,2
-118.0544685375,38.00945115,1
-96.7372632375,38.00945115,2
-93.1843956875,38.00945115,5
-91.4079619125,38.00945115,2
-89.6315281375,38.00945115,11
-86.0786605875,38.00945115,1
-84.3022268125,38.00945115,4
-82.5257930375,38.00945115,7
-80.7493592625,38.00945115,4
-77.1964917125,38.00945115,3
-75.4200579375,38.00945115,2
-25.6799122375,38.00945115,5
-7.91557448750001,38.00945115,3
-6.13914071250002,38.00945115,4
-2.58627316250002,38.00945115,1
-0.809839387500006,38.00945115,3
13.4016308125,38.00945115,1
24.0602334625,38.00945115,1
25.8366672375,38.00945115,1
139.5284288375,38.00945115,1
-123.3837698625,37.21349525,1
-121.6073360875,37.21349525,12
-118.0544685375,37.21349525,1
-114.5016009875,37.21349525,1
-93.1843956875,37.21349525,9
-91.4079619125,37.21349525,3
-89.6315281375,37.21349525,18
-87.8550943625,37.21349525,10
-84.3022268125,37.21349525,5
-80.7493592625,37.21349525,1
-7.91557448750001,37.21349525,9
-6.13914071250002,37.21349525,3
-2.58627316250002,37.21349525,1
22.2837996875,37.21349525,1
25.8366672375,37.21349525,1
27.6131010125,37.21349525,1
139.5284288375,37.21349525,1
-121.6073360875,36.41753935,2
-105.6194321125,36.41753935,1
-100.2901307875,36.41753935,1
-96.7372632375,36.41753935,1
-94.9608294625,36.41753935,2
-93.1843956875,36.41753935,6
-86.0786605875,36.41753935,2
-84.3022268125,36.41753935,2
-82.5257930375,36.41753935,3
-80.7493592625,36.41753935,4
-77.1964917125,36.41753935,1
-6.13914071250002,36.41753935,4
-2.58627316250002,36.41753935,1
25.8366672375,36.41753935,1
27.6131010125,36.41753935,3
31.1659685625,36.41753935,1
47.1538725375,36.41753935,1
127.0933924125,36.41753935,1
128.8698261875,36.41753935,1
137.7519950625,36.41753935,1
139.5284288375,36.41753935,2
141.3048626125,36.41753935,1
-121.6073360875,35.62158345,1
-119.8309023125,35.62158345,3
-114.5016009875,35.62158345,1
-93.1843956875,35.62158345,1
-91.4079619125,35.62158345,2
-87.8550943625,35.62158345,1
-84.3022268125,35.62158345,3
-82.5257930375,35.62158345,8
-80.7493592625,35.62158345,5
-78.9729254875,35.62158345,7
6.2958957125,35.62158345,1
24.0602334625,35.62158345,1
27.6131010125,35.62158345,1
45.3774387625,35.62158345,3
134.1991275125,35.62158345,4
135.9755612875,35.62158345,1
137.7519950625,35.62158345,3
139.5284288375,35.62158345,5
-119.8309023125,34.82562755,3
-118.0544685375,34.82562755,2
-116.2780347625,34.82562755,1
-112.7251672125,34.82562755,1
-109.1722996625,34.82562755,1
-93.1843956875,34.82562755,2
-87.8550943625,34.82562755,1
-84.3022268125,34.82562755,2
-82.5257930375,34.82562755,5
-80.7493592625,34.82562755,11
-78.9729254875,34.82562755,3
-0.809839387500006,34.82562755,1
24.0602334625,34.82562755,1
36.4952698875,34.82562755,1
127.0933924125,34.82562755,1
134.1991275125,34.82562755,1
135.9755612875,34.82562755,3
137.7519950625,34.82562755,4
139.5284288375,34.82562755,6
-119.8309023125,34.02967165,1
-118.0544685375,34.02967165,9
-116.2780347625,34.02967165,4
-112.7251672125,34.02967165,2
-110.9487334375,34.02967165,2
-103.8429983375,34.02967165,1
-98.5136970125,34.02967165,1
-87.8550943625,34.02967165,2
-86.0786605875,34.02967165,2
-84.3022268125,34.02967165,5
-80.7493592625,34.02967165,2
-78.9729254875,34.02967165,1
6.2958957125,34.02967165,1
132.4226937375,34.02967165,2
134.1991275125,34.02967165,1
135.9755612875,34.02967165,2
-118.0544685375,33.23371575,11
-116.2780347625,33.23371575,9
-114.5016009875,33.23371575,2
-112.7251672125,33.23371575,2
-110.9487334375,33.23371575,2
-109.1722996625,33.23371575,1
-107.3958658875,33.23371575,1
-105.6194321125,33.23371575,1
-103.8429983375,33.23371575,1
-98.5136970125,33.23371575,4
-96.7372632375,33.23371575,4
-87.8550943625,33.23371575,1
-86.0786605875,33.23371575,3
-84.3022268125,33.23371575,5
-82.5257930375,33.23371575,2
-80.7493592625,33.23371575,1
-78.9729254875,33.23371575,2
34.7188361125,33.23371575,1
127.0933924125,33.23371575,1
130.6462599625,33.23371575,1
132.4226937375,33.23371575,1
-118.0544685375,32.43775985,3
-116.2780347625,32.43775985,7
-114.5016009875,32.43775985,1
-110.9487334375,32.43775985,7
-109.1722996625,32.43775985,2
-107.3958658875,32.43775985,2
-105.6194321125,32.43775985,1
-103.8429983375,32.43775985,1
-98.5136970125,32.43775985,1
-96.7372632375,32.43775985,5
-94.9608294625,32.43775985,1
-93.1843956875,32.43775985,2
-87.8550943625,32.43775985,3
-86.0786605875,32.43775985,1
-84.3022268125,32.43775985,1
-80.7493592625,32.43775985,2
-16.7977433625,32.43775985,6
-6.13914071250002,32.43775985,1
34.7188361125,32.43775985,3
130.6462599625,32.43775985,1
-116.2780347625,31.64180395,1
-112.7251672125,31.64180395,1
-110.9487334375,31.64180395,6
-109.1722996625,31.64180395,2
-105.6194321125,31.64180395,1
-98.5136970125,31.64180395,1
-96.7372632375,31.64180395,1
-91.4079619125,31.64180395,4
-86.0786605875,31.64180395,2
-82.5257930375,31.64180395,1
-80.7493592625,31.64180395,1
34.7188361125,31.64180395,1
103.9997533375,31.64180395,2
130.6462599625,31.64180395,1
-103.8429983375,30.84584805,1
-98.5136970125,30.84584805,7
-96.7372632375,30.84584805,1
-94.9608294625,30.84584805,2
-93.1843956875,30.84584805,1
-91.4079619125,30.84584805,2
-89.6315281375,30.84584805,1
-87.8550943625,30.84584805,2
-86.0786605875,30.84584805,2
-84.3022268125,30.84584805,1
103.9997533375,30.84584805,1
130.6462599625,30.84584805,1
-116.2780347625,30.04989215,1
-114.5016009875,30.04989215,1
-103.8429983375,30.04989215,2
-102.0665645625,30.04989215,1
-100.2901307875,30.04989215,3
-98.5136970125,30.04989215,7
-96.7372632375,30.04989215,2
-94.9608294625,30.04989215,5
-91.4079619125,30.04989215,1
-89.6315281375,30.04989215,1
-87.8550943625,30.04989215,3
-84.3022268125,30.04989215,3
-82.5257930375,30.04989215,3
-80.7493592625,30.04989215,2
77.3532467125,30.04989215,1
109.3290546625,30.04989215,1
121.7640910875,30.04989215,2
-114.5016009875,29.25393625,1
-103.8429983375,29.25393625,1
-100.2901307875,29.25393625,3
-98.5136970125,29.25393625,2
-94.9608294625,29.25393625,1
-82.5257930375,29.25393625,5
-80.7493592625,29.25393625,3
82.6825480375,29.25393625,1
98.6704520125,29.25393625,1
100.4468857875,29.25393625,2
103.9997533375,29.25393625,1
111.1054884375,29.25393625,2
114.6583559875,29.25393625,1
118.2112235375,29.25393625,1
-96.7372632375,28.45798035,1
-82.5257930375,28.45798035,6
-80.7493592625,28.45798035,7
-18.5741771375,28.45798035,7
-16.7977433625,28.45798035,9
-15.0213095875,28.45798035,2
80.9061142625,28.45798035,1
82.6825480375,28.45798035,1
84.4589818125,28.45798035,1
98.6704520125,28.45798035,1
100.4468857875,28.45798035,1
121.7640910875,28.45798035,1
-96.7372632375,27.66202445,2
-82.5257930375,27.66202445,5
-80.7493592625,27.66202445,5
-18.5741771375,27.66202445,1
